order_item_id,order_id,menu_item_id,quantity,unit_price_inr,discount_amount_inr,line_total_inr
27160,999999,99999,-3,108.18,47.04,1511.14
27161,23961,76,3,120.15,30.39,330.06
27162,12741,230,5,949.67,1122.52,3625.83
27163,3732,217,6,699.2,182.31,4012.89
27164,8417,28,6,336.81,27.11,1993.75
27165,27493,131,5,620.11,735.17,2365.38
27166,27823,193,4,324.0,289.89,1006.11
27167,20113,85,2,821.66,390.63,1252.69
27168,431,11,4,81.52,39.18,286.9
27169,26033,203,1,690.08,129.27,560.81
27170,1054,214,4,72.1,63.65,224.75
27171,26198,64,1,656.72,114.67,542.05
27172,25850,192,4,726.28,697.24,2207.88
27173,27563,210,5,586.53,7.87,2924.78
27174,22660,205,1,61.25,3.13,58.12
27175,17324,223,1,668.88,8.08,660.8
27176,30829,193,2,654.77,190.73,1118.81
27177,19974,130,4,182.9,55.32,676.28
27178,7786,121,5,920.84,702.67,3901.53
27179,9497,48,6,365.9,237.02,1958.38
27180,18501,67,5,273.68,254.48,1113.92
27181,7964,172,5,629.19,652.33,2493.62
27182,18580,149,4,308.43,6.6,1227.12
27183,22931,114,5,615.55,604.28,2473.47
27184,31925,230,6,621.21,185.16,3542.1
27185,1160,79,6,903.41,1300.24,4120.22
27186,28409,87,1,508.96,18.66,490.3
27187,21933,117,4,241.71,136.65,830.19
27188,10899,86,3,906.3,668.14,2050.76
27189,8508,134,1,545.54,18.75,526.79
27190,29801,43,4,795.08,453.16,2727.16
27191,3362,21,2,350.07,84.02,616.12
27192,26924,170,6,583.11,60.48,3438.18
27193,27981,156,3,169.9,42.8,466.9
27194,20681,93,5,767.16,537.95,3297.85
27195,6979,60,3,159.71,116.9,362.23
27196,6591,198,4,585.94,392.29,1951.47
27197,23209,101,2,593.63,219.15,968.11
27198,27592,137,3,105.45,0.71,315.64
27199,19150,81,1,360.28,22.01,338.27
27200,22230,151,5,792.83,315.55,3648.6
27201,20837,104,3,793.45,172.71,2207.64
27202,4661,150,3,525.67,271.55,1305.46
27203,20931,166,6,67.83,39.29,367.69
27204,28044,102,5,811.77,67.06,3991.79
27205,11374,173,3,319.28,218.13,739.71
27206,22948,99,3,559.92,305.53,1374.23
27207,17540,80,6,565.69,827.45,2566.69
27208,16438,192,3,76.41,,207.85
27209,30523,41,3,298.45,211.11,684.24
27210,6818,160,2,148.01,47.35,248.67
27211,1056,188,5,655.08,229.07,3046.33
27212,20589,103,5,447.63,115.44,2122.71
27213,3819,167,3,99.01,50.83,246.2
27214,21043,101,5,446.23,298.58,1932.57
27215,16730,49,4,76.41,62.71,242.93
27216,27107,223,5,663.47,68.27,3249.08
27217,25812,53,1,596.88,64.25,532.63
27218,5754,183,6,624.81,435.41,3313.45
27219,9594,182,5,765.55,382.9,3444.85
27220,13921,213,3,309.69,203.63,725.44
27221,23017,211,3,650.53,467.25,1484.34
27222,16019,1,5,219.16,160.39,935.41
27223,13249,40,2,567.12,0.52,1133.72
27224,31590,5,2,813.54,165.92,1461.16
27225,13964,37,4,259.69,257.74,781.02
27226,12164,21,5,457.19,362.75,1923.2
27227,30428,202,3,740.15,210.85,2009.6
27228,6185,22,3,514.49,247.16,1296.31
27229,21230,213,6,718.42,555.98,3754.54
27230,31947,71,5,325.56,237.72,1390.08
27231,21501,155,2,630.27,269.3,991.24
27232,27175,213,5,773.49,520.58,3346.87
27233,10025,229,4,248.46,,838.04
27234,23994,44,2,232.05,62.41,401.69
27235,24108,58,4,756.83,41.35,2985.97
27236,30230,100,2,760.25,284.66,1235.84
27237,29293,9,2,949.38,347.08,1551.68
27238,9725,168,2,561.4,120.29,1002.51
27239,17563,193,4,141.74,104.81,462.15
27240,17633,82,6,174.82,205.75,843.17
27241,24647,52,4,678.19,22.02,2690.74
27242,25390,47,5,856.34,831.15,3450.55
27243,18002,171,3,689.42,29.26,2039.0
27244,27014,171,3,905.1,378.2,2337.1
27245,9636,184,3,782.63,,1998.67
27246,8746,231,6,350.17,417.39,1683.63
27247,18614,130,6,927.27,1269.67,4293.95
27248,20364,65,2,178.55,72.34,284.76
27249,14574,52,-1,728.2,81.82,2482.06
27250,8092,140,3,569.15,394.99,1312.46
27251,8764,232,5,836.29,771.69,3409.76
27252,26068,95,2,77.98,34.0,121.96
27253,30715,199,2,327.66,4.07,651.25
27254,15005,208,1,605.62,59.73,545.89
27255,11970,206,3,517.59,35.84,1516.93
27256,999999,99999,-1,802.79,29.52,4103.7
27257,4336,102,6,548.58,755.56,2535.92
27258,17821,48,1,791.25,112.57,678.68
27259,31980,47,5,575.96,344.53,2535.27
27260,9610,111,2,843.43,300.86,1386.0
27261,11424,67,6,606.73,294.84,3345.54
27262,5441,4,3,318.35,,931.11
27263,14416,114,4,897.55,,2950.13
27264,7704,230,5,521.19,568.19,2037.76
27265,21138,105,2,674.27,157.2,1191.34
27266,20235,200,2,940.37,163.65,1717.09
27267,14733,173,6,896.09,1255.94,4120.6
27268,20648,66,2,545.46,217.65,873.27
27269,1720,57,6,443.08,406.75,2251.73
27270,22782,207,1,428.7,,427.95
27271,6165,59,3,536.65,177.31,1432.64
27272,28097,49,3,682.11,57.41,1988.92
27273,15789,77,2,800.32,251.75,1348.89
27274,3849,238,4,834.72,620.86,2718.02
27275,25982,55,6,844.55,517.11,4550.19
27276,5649,239,6,613.82,731.78,2951.14
27277,10064,218,2,158.25,42.41,274.09
27278,6719,42,1,623.37,139.74,483.63
27279,12078,14,3,353.14,154.9,904.52
27280,11207,52,2,702.45,295.77,1109.13
27281,29139,72,6,363.35,182.19,1997.91
27282,30891,188,3,703.51,430.74,1679.79
27283,2417,104,4,836.08,624.77,2719.55
27284,30249,174,3,69.09,26.32,180.95
27285,23764,206,2,417.11,55.02,779.2
27286,11958,111,6,324.86,207.71,1741.45
27287,9201,56,6,370.77,318.08,1906.54
27288,25753,67,3,84.6,42.07,211.73
27289,5375,110,2,448.81,47.66,849.96
27290,19721,7,6,516.58,432.08,2667.4
27291,28706,193,6,665.19,,3023.82
27292,8152,132,5,179.79,152.26,746.69
27293,4038,144,5,289.88,,1384.51
27294,24982,110,3,191.07,88.79,484.42
27295,13431,49,5,463.57,122.03,2195.82
27296,1485,25,6,401.78,447.61,1963.07
27297,22016,159,6,855.32,1195.29,3936.63
27298,838,30,3,225.75,48.01,629.24
27299,17203,23,1,73.93,7.64,66.29
27300,24010,170,6,733.95,783.66,3620.04
27301,29392,225,3,933.35,314.31,2485.74
27302,9184,193,5,773.01,811.94,3053.11
27303,26999,10,3,320.64,89.15,872.77
27304,2599,9,1,830.55,34.04,796.51
27305,15605,15,4,352.95,13.69,1398.11
27306,14409,236,3,397.01,124.83,1066.2
27307,27442,14,2,369.42,148.23,590.61
27308,7804,21,5,620.04,,3017.28
27309,5702,71,2,281.94,107.99,455.89
27310,28645,108,6,193.09,153.54,1005.0
27311,16356,94,5,193.91,89.14,880.41
27312,13820,142,6,819.52,312.5,4604.62
27313,30270,77,2,442.88,218.52,667.24
27314,13873,178,4,502.08,387.05,1621.27
27315,10168,174,4,573.13,357.31,1935.21
27316,26499,108,1,778.02,48.34,729.68
27317,11620,67,4,265.42,257.55,804.13
27318,17084,116,1,755.65,179.33,576.32
27319,10043,108,3,277.64,8.99,823.93
27320,25219,83,2,572.23,158.49,985.97
27321,13038,223,2,674.09,280.19,1067.99
27322,878,190,3,835.31,302.28,2203.65
27323,261,35,2,129.26,25.27,233.25
27324,29161,222,5,444.2,287.13,1933.87
27325,8174,14,4,417.01,275.13,1392.91
27326,16078,161,6,238.71,291.98,1140.28
27327,8812,175,5,899.98,837.78,3662.12
27328,21848,108,1,848.87,,721.16
27329,9497,233,4,872.29,758.31,2730.85
27330,2869,1,6,782.22,144.43,4548.89
27331,23131,93,5,73.83,41.28,327.87
27332,999999,99999,-3,800.75,488.39,9183.71
27333,14848,32,6,172.31,176.32,857.54
27334,13718,158,4,597.79,555.9,1835.26
27335,5026,101,1,592.69,100.07,492.62
27336,3428,104,3,826.81,43.99,2436.44
27337,15258,104,5,73.07,17.72,347.63
27338,25540,189,2,898.35,419.02,1377.68
27339,6682,110,2,615.24,307.06,923.42
27340,9615,176,4,362.74,320.71,1130.25
27341,19818,102,3,516.93,1.48,1549.31
27342,6467,129,4,636.63,165.64,2380.88
27343,11714,123,6,232.31,154.57,1239.29
27344,27253,27,4,605.93,567.31,1856.41
27345,4299,47,1,521.67,,411.21
27346,24754,125,2,389.81,104.65,674.97
27347,1391,144,4,928.86,138.02,3577.42
27348,8532,141,1,234.7,56.73,177.97
27349,19419,145,6,722.87,562.75,3774.47
27350,9699,101,4,439.65,201.27,1557.33
27351,181,108,6,349.66,477.4,1620.56
27352,24228,194,1,298.85,30.35,268.5
27353,31323,206,3,140.1,27.48,392.82
27354,20811,210,2,834.24,58.57,1609.91
27355,7929,39,3,836.39,406.06,2103.11
27356,958,216,2,568.28,259.69,876.87
27357,26042,165,2,889.31,237.08,1541.54
27358,11785,119,5,205.93,147.5,882.15
27359,1702,121,6,778.24,27.11,4642.33
27360,25853,17,3,325.88,168.31,809.33
27361,20595,126,3,278.65,180.83,655.12
27362,15722,197,3,649.22,93.2,1854.46
27363,29008,142,5,944.8,1069.87,3654.13
27364,18047,56,2,310.74,91.62,529.86
27365,14993,56,2,507.87,165.96,849.78
27366,8523,140,2,110.95,24.99,196.91
27367,6451,116,1,868.35,138.37,729.98
27368,7345,130,5,182.42,195.91,716.19
27369,7087,112,3,255.25,105.86,659.89
27370,6782,176,4,597.66,443.76,1946.88
27371,9081,3,2,615.18,153.72,1076.64
27372,27415,145,4,172.02,112.19,575.89
27373,18182,232,4,78.89,78.85,236.71
27374,26946,118,6,603.53,786.63,2834.55
27375,6121,164,1,691.48,126.94,564.54
27376,12377,94,5,100.77,38.9,464.95
27377,11805,148,3,787.14,377.55,1983.87
27378,29048,143,2,468.27,42.4,894.14
27379,17081,74,6,280.4,287.34,1395.06
27380,2777,204,4,197.0,74.21,713.79
27381,3757,128,4,149.05,137.79,458.41
27382,9027,186,1,513.44,114.39,399.05
27383,23161,101,1,578.03,15.18,562.85
27384,15904,67,5,341.58,165.24,1542.66
27385,4125,182,4,278.76,106.94,1008.1
27386,25434,158,3,479.72,124.84,1314.32
27387,4585,42,3,431.9,126.24,1169.46
27388,22072,41,3,342.46,250.31,777.07
27389,2369,32,6,719.42,0.17,4316.35
27390,27749,13,1,245.08,33.13,211.95
27391,4087,99,4,490.7,356.45,1606.35
27392,6624,61,3,566.35,229.13,1469.92
27393,4180,185,2,677.22,71.62,1282.82
27394,11572,125,2,268.77,92.87,444.67
27395,5022,14,2,843.33,185.54,1501.12
27396,9761,230,5,155.21,175.47,600.58
27397,4109,155,2,670.23,271.61,1068.85
27398,24529,136,1,612.83,134.52,478.31
27399,5695,44,2,689.45,34.52,1344.38
27400,13956,202,4,460.59,336.63,1505.73
27401,29601,237,5,120.68,74.59,528.81
27402,6847,180,1,855.46,119.65,735.81
27403,28328,118,1,302.2,60.86,241.34
27404,13932,34,4,657.5,396.88,2233.12
27405,4970,31,5,315.76,97.23,1481.57
27406,23902,215,5,256.73,90.62,1193.03
27407,6976,88,5,702.04,740.25,2769.95
27408,9725,23,6,651.13,348.88,3557.9
27409,16168,186,5,376.91,366.02,1518.53
27410,14566,92,6,841.13,994.02,4052.76
27411,24480,34,4,367.98,300.68,1171.24
27412,22677,52,1,867.62,149.67,717.95
27413,12375,149,5,555.26,586.4,2189.9
27414,9867,208,4,946.83,479.44,3307.88
27415,13123,162,1,458.93,91.48,367.45
27416,1231,107,4,604.63,331.44,2087.08
27417,28664,152,1,207.76,,173.33
27418,24367,30,3,718.0,338.37,1815.63
27419,7135,210,4,97.29,1.87,387.29
27420,28601,205,1,570.36,66.0,504.36
27421,7770,160,3,333.83,185.16,816.33
27422,13877,52,6,637.5,453.08,3371.92
27423,24304,129,1,714.23,102.29,611.94
27424,10462,194,1,171.88,28.27,143.61
27425,19656,115,2,169.63,62.06,277.2
27426,25110,100,5,714.12,750.45,2820.15
27427,25706,220,6,555.11,194.61,3136.05
27428,5167,163,2,673.38,28.91,1317.85
27429,8408,145,4,167.27,167.05,502.03
27430,23979,105,3,377.85,273.91,859.64
27431,11780,166,5,721.97,785.76,2824.09
27432,2807,204,4,325.28,18.72,1282.4
27433,27637,49,4,107.8,41.69,389.51
27434,7909,204,6,769.54,42.96,4574.28
27435,25693,80,2,213.16,50.46,375.86
27436,29809,102,5,757.94,668.86,3120.84
27437,8663,49,4,252.78,236.39,774.73
27438,8586,234,5,699.1,374.46,3121.04
27439,14357,171,1,542.3,135.11,407.19
27440,14466,212,5,522.07,533.93,2076.42
27441,786,71,3,509.96,116.03,1413.85
27442,5753,38,6,377.37,257.13,2007.09
27443,19245,74,1,256.19,36.71,219.48
27444,14723,104,3,802.86,439.63,1968.95
27445,2211,137,3,148.6,60.65,385.15
27446,12835,90,2,529.01,121.11,936.91
27447,28930,33,5,82.86,101.67,312.63
27448,29127,74,5,586.88,470.29,2464.11
27449,16319,107,2,718.44,80.84,1356.04
27450,28733,155,1,85.09,5.73,79.36
27451,26255,126,6,610.22,121.98,3539.34
27452,22505,216,2,871.3,240.2,1502.4
27453,21712,49,3,156.14,109.93,358.49
27454,3349,67,2,878.5,16.84,1740.16
27455,17656,74,2,839.79,399.82,1279.76
27456,1607,10,1,803.1,158.71,644.39
27457,17801,153,5,206.57,64.69,968.16
27458,643,123,6,82.09,119.01,373.53
27459,20727,214,3,201.95,70.51,535.34
27460,15511,238,2,883.4,161.03,1605.77
27461,1641,4,4,669.78,120.01,2559.11
27462,17306,152,6,195.16,278.96,892.0
27463,8385,112,3,222.96,155.36,513.52
27464,17981,140,1,129.92,3.02,126.9
27465,17117,163,5,542.35,75.39,2636.36
27466,9360,22,2,901.98,354.66,1449.3
27467,7826,106,2,532.76,187.79,877.73
27468,22706,173,1,733.61,6.19,727.42
27469,7434,5,3,663.82,247.52,1743.94
27470,29922,137,4,478.48,211.73,1702.19
27471,16948,160,1,891.45,192.86,698.59
27472,14675,157,1,764.62,134.71,629.91
27473,8756,127,6,885.16,271.1,5039.86
27474,3387,79,4,662.41,116.02,2533.62
27475,8812,137,4,488.19,355.76,1597.0
27476,22470,105,4,797.62,205.6,2984.88
27477,24557,144,2,360.31,119.14,601.48
27478,6037,100,3,483.42,109.34,1340.92
27479,14482,162,3,433.57,272.72,1027.99
27480,24793,221,5,277.23,108.79,1277.36
27481,12788,139,4,728.43,333.0,2580.72
27482,29238,65,6,183.13,247.01,851.77
27483,11218,84,3,876.81,271.86,2358.57
27484,16304,145,3,210.38,27.63,603.51
27485,14032,149,4,74.22,22.99,273.89
27486,1170,80,5,86.07,93.08,337.27
27487,5953,85,4,899.0,821.48,2774.52
27488,28598,235,4,88.17,73.37,279.31
27489,16735,206,3,410.86,89.44,1143.14
27490,14395,90,3,465.56,279.55,1117.13
27491,6836,78,5,466.07,161.26,2169.09
27492,14672,127,5,555.0,490.04,2284.96
27493,1167,130,6,145.25,20.29,851.21
27494,11643,56,2,937.29,183.62,1690.96
27495,22708,173,4,175.28,117.03,584.09
27496,30402,117,1,757.41,176.41,581.0
27497,2866,235,4,62.57,1.69,248.59
27498,31971,22,6,563.36,815.16,2565.0
27499,2582,98,4,733.94,109.59,2826.17
27500,8975,234,3,479.59,142.04,1296.73
27501,16938,78,1,620.73,41.65,579.08
27502,19831,49,5,928.71,724.25,3919.3
27503,18573,39,3,886.73,368.91,2291.28
27504,11505,102,1,453.68,8.43,445.25
27505,26167,229,5,611.35,728.01,2328.74
27506,27044,66,3,853.15,136.37,2423.08
27507,11213,174,6,459.72,,2171.86
27508,20094,175,2,628.68,26.06,1231.3
27509,3868,155,5,341.97,379.03,1330.82
27510,1345,172,1,695.89,128.93,566.96
27511,29347,235,4,207.99,127.04,704.92
27512,126,11,2,268.68,62.06,475.3
27513,25255,54,6,121.16,54.03,672.93
27514,4700,216,5,895.41,664.44,3812.61
27515,13523,82,6,721.26,246.55,4081.01
27516,24857,206,1,766.98,159.11,607.87
27517,511,170,3,820.18,1.43,2459.11
27518,20848,119,6,514.93,192.51,2897.07
27519,3937,155,1,827.52,63.13,764.39
27520,2050,143,4,291.93,220.43,947.29
27521,19490,177,2,290.84,143.07,438.61
27522,6028,119,3,489.85,227.4,1242.15
27523,6511,1,3,660.1,446.4,1533.9
27524,16626,218,5,934.53,475.28,4197.37
27525,31514,165,3,891.84,,2133.86
27526,6353,53,2,333.81,149.34,518.28
27527,31556,66,2,429.01,82.18,775.84
27528,1443,179,3,352.21,82.05,974.58
27529,8764,215,3,401.39,223.66,980.51
27530,3794,36,4,717.38,392.36,2477.16
27531,15630,198,4,92.45,26.34,343.46
27532,23061,84,1,936.09,26.22,909.87
27533,17987,24,2,696.18,58.53,1333.83
27534,31635,152,5,543.05,56.3,2658.95
27535,10824,135,3,686.25,450.67,1608.08
27536,11243,119,6,118.41,67.37,643.09
27537,12190,74,4,657.32,298.83,2330.45
27538,6230,8,1,866.2,137.55,728.65
27539,31020,122,2,434.35,170.06,698.64
27540,28648,42,1,500.12,105.94,394.18
27541,25473,128,1,375.2,72.14,303.06
27542,6386,1,3,862.23,142.22,2444.47
27543,783,224,2,675.79,178.66,1172.92
27544,2144,98,2,722.31,146.1,1298.52
27545,7585,139,5,133.84,120.38,548.82
27546,8457,123,6,714.18,50.52,4234.56
27547,8522,232,6,271.07,233.38,1393.04
27548,5366,181,1,707.32,46.21,661.11
27549,19971,86,5,318.47,2.04,1590.31
27550,20515,85,6,932.55,1048.43,4546.87
27551,3809,134,2,834.48,126.15,1542.81
27552,16604,198,5,594.07,282.21,2688.14
27553,13699,182,1,803.2,16.51,786.69
27554,24316,109,5,889.29,634.88,3811.57
27555,8340,206,6,505.41,537.89,2494.57
27556,30587,73,5,78.84,32.77,361.43
27557,23844,53,2,147.42,72.63,222.21
27558,10787,57,6,892.51,748.17,4606.89
27559,22532,215,5,637.58,680.95,2506.95
27560,28,198,2,605.76,191.63,1019.89
27561,11596,174,3,464.45,169.1,1224.25
27562,9844,159,1,459.31,79.76,379.55
27563,31618,61,4,94.81,15.86,363.38
27564,11994,210,6,887.55,518.32,4806.98
27565,3905,198,3,563.28,357.43,1332.41
27566,1126,194,1,244.63,58.74,185.89
27567,23154,172,6,473.26,492.19,2347.37
27568,4320,5,5,185.38,101.44,825.46
27569,22293,212,5,507.45,265.79,2271.46
27570,14725,94,5,875.03,903.69,3471.46
27571,5142,38,2,152.63,23.46,281.8
27572,17672,132,1,183.52,45.41,138.11
27573,26666,130,4,102.61,51.12,359.32
27574,31764,212,5,944.59,1121.5,3601.45
27575,13790,149,2,726.41,325.44,1127.38
27576,16436,159,3,326.44,159.59,819.73
27577,999999,99999,-3,701.85,336.63,9604.64
27578,26138,66,5,99.51,48.08,449.47
27579,10058,99,6,224.68,205.29,1142.79
27580,27703,126,4,629.89,,2091.7
27581,1338,123,2,921.04,300.89,1541.19
27582,9784,4,3,574.91,382.74,1341.99
27583,2117,117,3,361.56,52.52,1032.16
27584,20248,166,2,506.16,97.17,915.15
27585,14732,28,3,568.71,102.84,1603.29
27586,7586,217,1,909.38,7.38,902.0
27587,2712,181,3,500.15,289.84,1210.61
27588,267,69,5,221.03,33.38,1071.77
27589,28917,183,-4,678.44,137.93,12615.96
27590,10329,104,1,115.68,9.06,106.62
27591,4233,234,4,103.55,57.95,356.25
27592,1462,180,4,766.86,567.24,2500.2
27593,10636,227,3,536.05,106.06,1502.09
27594,14136,45,5,339.51,286.77,1410.78
27595,16876,174,2,502.7,,866.66
27596,18111,143,3,656.62,261.34,1708.52
27597,15021,238,5,89.78,48.42,400.48
27598,23053,123,2,198.58,85.02,312.14
27599,30139,159,1,540.39,22.22,518.17
27600,23643,39,1,853.06,120.81,732.25
27601,7055,106,1,614.18,4.81,609.37
27602,27372,106,4,455.59,18.51,1803.85
27603,16267,95,6,748.14,797.78,3691.06
27604,21871,215,5,886.93,71.85,4362.8
27605,20903,79,5,509.05,105.34,2439.91
27606,4801,163,2,258.07,115.28,400.86
27607,18033,174,6,675.39,148.14,3904.2
27608,9391,111,3,687.92,14.39,2049.37
27609,7136,224,3,721.83,307.63,1857.86
27610,17397,175,4,781.15,55.79,3068.81
27611,9645,138,6,842.97,730.92,4326.9
27612,17642,96,4,462.34,221.21,1628.15
27613,831,97,2,735.98,318.24,1153.72
27614,2163,206,6,305.24,367.02,1464.42
27615,3434,225,4,266.24,234.82,830.14
27616,12007,129,2,780.01,,1525.02
27617,28353,167,2,942.93,328.7,1557.16
27618,28531,169,3,800.29,0.3,2400.57
27619,8175,26,3,569.69,27.97,1681.1
27620,7837,170,1,320.2,33.05,287.15
27621,31002,216,2,297.5,111.95,483.05
27622,14612,104,4,75.05,2.32,297.88
27623,22833,199,3,603.2,136.38,1673.22
27624,30170,179,4,175.39,7.88,693.68
27625,22947,178,2,809.13,199.64,1418.62
27626,5586,142,4,481.78,218.62,1708.5
27627,16482,193,1,114.53,10.76,103.77
27628,27106,59,4,581.46,575.16,1750.68
27629,7632,232,2,588.45,174.57,1002.33
27630,999999,99999,-4,565.18,207.95,10377.52
27631,22561,134,6,390.92,195.63,2149.89
27632,9232,37,2,599.24,25.69,1172.79
27633,23938,116,3,218.66,74.0,581.98
27634,16286,181,5,533.38,55.16,2611.74
27635,28794,2,2,93.57,43.67,143.47
27636,11976,39,2,205.36,70.97,339.75
27637,23692,38,3,652.17,182.65,1773.86
27638,8253,105,5,618.48,151.11,2941.29
27639,7474,221,1,880.05,207.48,672.57
27640,8951,134,3,149.8,63.23,386.17
27641,24436,102,2,439.88,22.78,856.98
27642,7655,155,3,759.6,101.04,2177.76
27643,31428,43,6,708.5,56.88,4194.12
27644,20285,237,2,637.65,183.01,1092.29
27645,18697,194,6,242.72,300.51,1155.81
27646,3253,51,1,452.98,20.77,432.21
27647,18399,72,6,866.69,249.81,4950.33
27648,27565,126,2,630.6,207.8,1053.4
27649,12572,71,5,272.22,134.83,1226.27
27650,22122,90,3,875.0,14.58,2610.42
27651,10002,99,5,691.6,9.05,3448.95
27652,15643,19,6,169.79,182.53,836.21
27653,22511,137,2,550.44,200.67,900.21
27654,2779,112,6,167.7,205.05,801.15
27655,13742,206,1,795.89,150.52,645.37
27656,16601,142,5,423.99,295.38,1824.57
27657,13229,184,2,396.26,176.26,616.26
27658,24562,52,6,418.9,54.49,2458.91
27659,21122,72,2,99.83,40.36,159.3
27660,17142,1,4,516.28,51.77,2013.35
27661,15667,61,5,593.16,320.92,2644.88
27662,28647,139,3,92.51,20.21,257.32
27663,24069,144,4,433.83,322.89,1412.43
27664,20531,34,5,919.15,22.24,4573.51
27665,215,26,2,441.71,150.0,733.42
27666,1534,58,3,456.65,140.93,1229.02
27667,16374,203,3,108.85,68.54,258.01
27668,24405,124,2,863.77,36.61,1690.93
27669,22310,173,3,744.03,169.1,2062.99
27670,14357,134,2,906.79,126.53,1687.05
27671,1320,207,5,901.53,1084.77,3422.88
27672,11135,113,6,575.14,768.73,2682.11
27673,24106,36,5,88.83,106.71,337.44
27674,3522,71,5,849.33,454.4,3792.25
27675,24840,26,1,339.81,46.43,293.38
27676,1939,202,2,172.09,37.12,307.06
27677,28417,37,4,67.47,23.27,246.61
27678,10593,213,2,937.66,378.41,1496.91
27679,14488,234,2,825.4,168.06,1482.74
27680,12961,137,1,244.83,20.34,224.49
27681,5765,118,4,382.92,70.51,1461.17
27682,27630,183,-4,821.38,194.32,17228.4
27683,24090,207,1,94.33,21.74,72.59
27684,29849,47,5,329.19,234.9,1411.05
27685,21041,203,3,249.36,135.38,612.7
27686,20820,233,1,798.89,187.97,610.92
27687,25233,209,6,501.84,451.41,2559.63
27688,10437,64,5,81.55,88.08,319.67
27689,11822,83,6,264.1,304.76,1279.84
27690,15348,67,5,279.2,262.17,1133.83
27691,8172,200,3,851.32,436.03,2117.93
27692,23959,232,6,302.17,40.62,1772.4
27693,22888,147,2,865.32,147.43,1583.21
27694,24115,19,4,365.88,71.22,1392.3
27695,27148,214,3,790.79,74.12,2298.25
27696,16958,176,6,613.51,6.78,3674.28
27697,4804,128,1,134.96,20.26,114.7
27698,12610,189,4,424.17,94.2,1602.48
27699,24583,199,4,147.31,77.96,511.28
27700,20791,57,6,407.45,260.6,2184.1
27701,19617,198,4,244.13,230.57,745.95
27702,23042,133,6,247.15,60.27,1422.63
27703,1633,173,1,567.95,12.69,555.26
27704,15379,68,1,180.03,43.44,136.59
27705,9378,75,6,270.66,45.88,1578.08
27706,969,168,3,631.81,310.69,1584.74
27707,14562,19,4,311.25,284.29,960.71
27708,8301,216,5,848.48,113.96,4128.44
27709,4726,144,6,94.41,116.09,450.37
27710,7613,24,4,858.53,,2870.16
27711,618,212,6,322.1,78.75,1853.85
27712,25546,37,6,636.75,464.14,3356.36
27713,9722,132,3,102.64,63.54,244.38
27714,29331,226,6,529.94,14.65,3164.99
27715,4547,151,5,568.42,477.98,2364.12
27716,8539,129,3,235.22,,564.94
27717,21114,62,1,438.32,98.11,340.21
27718,7232,110,6,717.77,176.27,4130.35
27719,27043,190,2,149.56,54.58,244.54
27720,16854,70,5,870.16,1013.59,3337.21
27721,3292,193,2,117.43,30.97,203.89
27722,15524,151,2,904.62,443.48,1365.76
27723,25175,19,6,328.35,,1548.41
27724,18281,167,2,321.86,106.57,537.15
27725,29832,192,3,543.09,387.0,1242.27
27726,15586,43,4,754.0,246.75,2769.25
27727,14669,127,6,659.7,985.06,2973.14
27728,7069,184,4,615.81,465.13,1998.11
27729,31885,116,5,219.44,271.08,826.12
27730,3008,5,2,562.54,170.92,954.16
27731,29730,34,3,772.66,117.97,2200.01
27732,5151,11,1,504.23,112.91,391.32
27733,12556,23,2,876.69,340.79,1412.59
27734,23630,117,6,402.76,123.87,2292.69
27735,27518,147,4,907.95,346.34,3285.46
27736,21754,27,6,110.49,134.32,528.62
27737,12970,130,2,704.51,127.26,1281.76
27738,999999,99999,-4,450.76,398.25,8322.34
27739,11611,120,3,694.32,351.35,1731.61
27740,14222,37,2,808.97,120.03,1497.91
27741,28408,51,5,624.52,381.13,2741.47
27742,30621,68,1,649.06,90.2,558.86
27743,23161,222,3,663.08,226.12,1763.12
27744,16025,45,6,916.73,918.73,4581.65
27745,30242,115,1,177.71,6.39,171.32
27746,27288,219,4,349.4,6.12,1391.48
27747,1053,24,2,351.35,115.91,586.79
27748,29677,162,6,539.79,756.17,2482.57
27749,12581,215,3,734.6,212.1,1991.7
27750,999999,99999,-1,278.37,61.99,1049.41
27751,22728,88,5,500.92,377.08,2127.52
27752,5701,37,3,515.34,282.97,1263.05
27753,31411,174,4,823.91,481.81,2813.83
27754,1779,87,6,928.98,1155.74,4418.14
27755,30124,4,4,853.39,14.32,3399.24
27756,16079,10,6,607.06,726.54,2915.82
27757,22561,239,1,407.8,56.46,351.34
27758,23215,28,6,76.12,107.05,349.67
27759,9556,44,4,722.75,13.82,2877.18
27760,16122,204,1,698.73,22.1,676.63
27761,25615,108,6,889.54,839.06,4498.18
27762,14132,149,2,933.07,461.07,1405.07
27763,24739,227,1,135.92,20.94,114.98
27764,26301,237,2,543.15,184.17,902.13
27765,6613,219,2,271.93,0.22,543.64
27766,15215,199,1,905.94,100.19,805.75
27767,26667,214,2,112.48,39.54,185.42
27768,30484,185,3,550.35,336.36,1314.69
27769,9888,99,3,712.7,523.59,1614.51
27770,17973,4,3,282.57,15.45,832.26
27771,27779,216,4,833.14,60.37,3272.19
27772,949,38,3,143.4,60.94,369.26
27773,30011,43,5,630.81,486.42,2667.63
27774,25343,161,3,382.82,98.86,1049.6
27775,11175,108,6,488.13,144.78,2784.0
27776,10445,44,2,576.96,139.26,1014.66
27777,25867,203,3,795.07,508.78,1876.43
27778,2542,72,4,332.41,8.83,1320.81
