feedback_id,customer_id,order_id,branch_id,rating,feedback_category,feedback_date,comment_length_words
2941,6697,7927,8,2,Delivery Time,2023-02-28,11
2942,3252,26253,26,4,Service,2024-12-03,20
2943,3777,16685,6,4,Service,2023-02-03,39
2944,4420,2961,27,3,Delivery Time,2023-11-25,1
2945,5803,22454,2,5,Delivery Time,2024-11-05,22
2946,2253,15805,12,4,Value for Money,2023-07-18,40
2947,3489,22003,14,5,Ambience,2023-08-24,
2948,4291,23400,26,4,Service,2023-10-24,14
2949,6624,6544,1,5,Food Quality,2023-11-15,6
2950,1711,25822,8,4,Value for Money,2024-12-24,10
2951,311,12468,16,4,Service,2023-08-04,19
2952,1796,31623,24,5,Value for Money,2023-09-11,31
2953,4912,31060,16,4,Service,2023-06-03,14
2954,6624,22494,6,5,Ambience,2023-07-18,39
2955,1120,990,11,5,Cleanliness,2024-04-01,
2956,5109,8728,13,4,Value for Money,2024-02-03,6
2957,1097,24910,19,1,Ambience,2024-11-13,33
2958,2195,7635,27,3,Delivery Time,2024-09-21,21
2959,1054,9477,21,5,Delivery Time,2023-11-14,13
2960,6861,12120,26,5,Food Quality,2023-12-10,15
2961,5295,5290,23,2,Ambience,2023-02-10,16
2962,2809,5074,25,4,Delivery Time,2024-11-22,30
2963,6803,14287,3,3,Delivery Time,2023-10-17,6
2964,2105,14326,10,4,Ambience,2023-12-12,30
2965,3642,28958,18,5,Value for Money,2024-12-18,17
2966,3926,13905,23,4,Food Quality,2023-07-19,14
2967,365,3467,21,5,Ambience,2023-06-16,10
2968,6814,17243,4,4,Cleanliness,2023-12-26,28
2969,5023,19107,5,4,Value for Money,2023-01-29,11
2970,3584,1021,4,5,Delivery Time,2023-12-18,10
2971,727,13444,26,5,Value for Money,2024-01-01,38
2972,1621,22306,14,2,Food Quality,2023-12-03,28
2973,3849,799,7,4,Service,2024-04-10,13
2974,4535,29257,25,4,Food Quality,2023-08-19,18
2975,71,27194,21,5,Service,2024-04-04,16
2976,4639,21507,9,4,Delivery Time,2024-07-16,12
2977,4482,10335,9,5,Delivery Time,2024-02-28,20
2978,99999,999999,999,10,Delivery Time,2024-09-19,13
2979,862,210,6,4,Food Quality,2023-05-14,3
2980,5462,14232,28,4,Service,2023-08-21,32
2981,1889,23789,18,4,Ambience,2023-12-28,38
2982,5966,6615,16,2,Cleanliness,2023-07-22,39
2983,35,20497,5,4,Delivery Time,2023-11-26,8
2984,89,131,20,1,Delivery Time,2023-01-21,0
2985,1741,30926,12,4,Service,2024-12-31,13
2986,3369,7966,8,10,Food Quality,2024-04-16,7
2987,4988,16168,5,4,Cleanliness,2024-01-14,12
2988,3551,11680,7,2,Cleanliness,2024-05-15,39
2989,1775,21360,21,5,Delivery Time,2024-07-11,9
2990,5422,29792,20,2,Service,2023-05-22,34
2991,2558,16232,27,4,Delivery Time,2024-12-04,38
2992,6472,10738,7,3,Delivery Time,2024-04-27,19
2993,1869,17945,1,5,Value for Money,2023-10-19,2
2994,3630,26743,16,5,Food Quality,2023-03-27,15
2995,5198,27764,18,4,Delivery Time,2023-05-10,19
2996,6183,4331,16,5,Value for Money,2024-02-13,15
2997,355,11700,8,3,Ambience,2023-01-15,31
2998,5674,26955,5,3,Service,2023-08-24,38
2999,1852,30528,15,3,Cleanliness,2024-10-03,33
3000,2205,5710,20,5,Cleanliness,2024-10-21,10
3001,451,24928,15,3,Value for Money,2024-04-05,31
3002,1,21336,24,4,Ambience,2023-02-20,23
3003,2777,12868,18,4,Cleanliness,2024-03-08,13
3004,2546,30525,4,5,Cleanliness,2023-03-29,5
3005,4069,23148,14,4,Ambience,2023-04-17,34
3006,2626,19279,22,2,Ambience,2024-01-31,28
3007,1491,5186,23,3,Food Quality,2023-03-16,19
3008,4378,17577,11,5,Cleanliness,2024-08-23,27
3009,2233,338,14,5,Ambience,2023-10-27,3
3010,2416,19084,20,2,Ambience,2023-09-14,30
3011,627,15002,6,5,Cleanliness,2023-07-25,12
3012,3513,5469,11,3,Value for Money,2024-07-02,13
3013,5619,3324,8,4,Food Quality,2024-03-19,20
3014,6789,30658,9,3,Food Quality,2024-01-12,34
3015,6451,20029,10,3,Food Quality,2023-08-17,18
3016,3803,24603,10,4,Service,2024-04-24,30
3017,1617,19246,12,2,Ambience,2023-05-12,35
3018,5582,13301,23,5,Food Quality,2023-09-19,4
3019,3409,30410,6,4,Ambience,2024-12-26,39
3020,5132,27757,14,3,Food Quality,2023-02-15,34
3021,5199,31483,16,4,Service,2023-05-28,16
3022,6237,28088,15,5,Value for Money,2023-05-31,15
3023,556,18109,11,3,Food Quality,2024-02-20,12
3024,6513,2533,8,4,Food Quality,2023-03-10,3
3025,2621,13347,26,4,Food Quality,2024-03-29,4
3026,5258,29658,18,4,Value for Money,2023-09-16,36
3027,650,14374,17,4,Delivery Time,2024-10-13,20
3028,5948,12348,20,4,Cleanliness,2023-09-11,22
3029,1615,30264,7,1,Service,2023-10-05,22
3030,6497,22043,13,5,Cleanliness,2024-01-23,0
3031,2796,82,3,5,Service,2024-01-09,39
3032,4371,24233,23,4,Ambience,2024-11-21,3
3033,5832,7039,4,5,Ambience,2024-04-18,27
3034,577,15785,1,3,Food Quality,2024-02-29,22
3035,1299,13034,8,5,Food Quality,2024-11-20,9
3036,4525,16987,11,5,Service,2024-08-31,7
3037,946,22397,17,5,Service,2023-05-27,6
3038,3812,21500,15,4,Value for Money,2024-09-29,0
3039,5301,29404,2,4,Service,2024-07-08,23
3040,4538,2852,3,5,Delivery Time,2024-08-12,10
3041,6936,29061,22,4,Value for Money,2023-10-29,20
3042,221,23947,4,5,Delivery Time,2023-08-13,16
3043,2616,29811,1,1,Food Quality,2023-05-25,26
3044,5441,27780,26,1,Ambience,2024-02-19,0
3045,1907,9798,3,3,Cleanliness,2024-09-05,28
3046,4766,17365,20,4,Value for Money,2023-12-30,12
3047,5798,14302,28,5,Food Quality,2023-05-25,11
3048,2026,23876,23,4,Ambience,2023-11-08,
3049,1022,17299,4,4,Ambience,2024-09-11,4
3050,6570,29553,11,1,Food Quality,2024-01-23,11
3051,4663,11444,16,5,Delivery Time,2024-03-19,5
3052,769,27000,27,3,Delivery Time,2023-06-07,12
3053,6245,23698,22,4,Ambience,2024-03-16,5
3054,6732,29428,4,4,Value for Money,2024-04-04,11
3055,3207,417,27,5,Delivery Time,2023-06-22,16
3056,4689,27264,20,4,Value for Money,2023-05-13,9
3057,1100,20190,9,5,Service,2024-04-17,0
3058,5106,31025,16,3,Delivery Time,2023-10-20,38
3059,1833,17979,26,4,Ambience,2024-03-18,36
3060,3348,9172,21,4,Service,2023-01-04,7
3061,5490,22100,8,6,Ambience,2024-07-03,14
3062,2603,25341,22,5,Cleanliness,2023-03-11,14
3063,2133,27211,5,1,Value for Money,2023-06-18,4
3064,3852,27304,14,4,Cleanliness,2024-05-11,17
3065,5188,4752,24,4,Delivery Time,2023-08-21,39
3066,6758,23832,22,5,Service,2023-08-29,26
3067,3818,421,13,5,Service,2023-12-24,9
3068,390,22846,7,4,Service,2023-05-02,12
3069,6601,30791,8,2,Value for Money,2023-07-17,8
3070,5584,25623,6,5,Food Quality,2024-06-19,19
3071,5629,4829,4,5,Cleanliness,2023-01-03,19
3072,5886,30370,2,3,Food Quality,2024-09-12,
3073,1523,703,3,4,Value for Money,2023-02-12,17
3074,29,30067,16,4,Value for Money,2023-11-19,10
3075,2444,24874,15,3,Cleanliness,2024-06-11,26
3076,3967,3974,7,3,Delivery Time,2023-02-18,12
3077,5501,3652,15,4,Delivery Time,2023-11-18,17
3078,6704,29816,8,5,Delivery Time,2024-01-18,21
3079,1599,29595,14,4,Value for Money,2024-05-03,31
3080,4424,2169,25,5,Ambience,2024-11-16,33
3081,501,6417,11,5,Cleanliness,2024-11-26,5
3082,3466,2511,9,4,Ambience,2024-11-18,29
3083,5380,4521,3,4,Ambience,2023-05-23,1
3084,1527,9707,8,4,Value for Money,2024-09-21,16
3085,1716,22691,4,5,Delivery Time,2023-11-13,2
3086,1493,4456,28,2,Food Quality,2023-12-01,19
3087,5944,10719,5,5,Value for Money,2023-10-18,4
3088,2690,19827,23,2,Food Quality,2023-06-20,17
3089,2548,21327,25,5,Cleanliness,2024-06-10,29
3090,3781,27860,22,4,Service,2024-07-04,10
3091,5668,12305,4,4,Ambience,2024-08-27,5
3092,2603,9881,16,2,Value for Money,2024-03-09,12
3093,3347,28790,17,5,Service,2024-03-15,34
3094,2265,23430,7,5,Cleanliness,2023-07-29,33
3095,2198,30851,28,5,Value for Money,2023-12-23,28
3096,1392,7424,28,5,Value for Money,2023-09-04,36
3097,2842,22292,16,3,Ambience,2023-11-15,
3098,3690,4154,17,5,Food Quality,2024-05-14,5
3099,1494,12475,4,4,Cleanliness,2023-08-11,11
3100,646,11755,2,3,Ambience,2023-10-30,16
3101,6497,29184,9,4,Cleanliness,2024-06-07,16
3102,5225,31604,25,4,Food Quality,2024-09-19,21
3103,5036,19846,12,4,Delivery Time,2023-11-30,16
3104,4139,12113,19,5,Service,2023-03-13,7
3105,2199,19355,20,2,Service,2023-01-13,40
3106,6284,1375,19,4,Food Quality,2023-09-01,25
3107,2910,30773,14,5,Service,2023-04-02,1
3108,556,15056,25,5,Value for Money,2023-07-17,9
3109,5180,10041,2,5,Delivery Time,2023-02-11,33
3110,6201,6434,22,5,Service,2024-12-21,19
3111,4611,3447,13,4,Value for Money,2023-07-23,2
3112,3014,3682,1,3,Delivery Time,2024-01-28,26
3113,4845,9293,27,5,Delivery Time,2023-08-16,32
3114,850,1507,28,4,Value for Money,2024-09-11,22
3115,2608,21011,11,5,Ambience,2023-06-07,11
3116,1643,18841,27,1,Delivery Time,2024-07-26,28
3117,441,15588,17,4,Food Quality,2024-10-21,2
3118,376,22102,20,4,Cleanliness,2024-06-11,32
3119,2239,8303,24,4,Food Quality,2023-12-24,16
3120,4787,15863,24,5,Food Quality,2024-03-04,27
3121,6827,17132,3,4,Value for Money,2023-04-28,3
3122,5132,1632,3,5,Value for Money,2024-10-27,15
3123,5357,28668,1,5,Food Quality,2024-09-13,21
3124,5114,11607,3,2,Service,2023-04-24,30
3125,6726,20069,20,4,Ambience,2024-06-21,9
3126,388,22790,13,3,Cleanliness,2024-11-27,2
3127,1401,29415,11,5,Ambience,2024-02-16,21
3128,6245,31941,13,2,Ambience,2023-09-26,22
3129,3151,25292,10,4,Ambience,2024-10-26,3
3130,871,19637,15,4,Ambience,2023-06-16,23
3131,1425,11111,21,4,Cleanliness,2023-07-27,23
3132,1374,5755,7,5,Service,2023-08-10,37
3133,3738,544,19,1,Food Quality,2024-05-12,21
3134,6365,2318,19,5,Delivery Time,2024-12-30,15
3135,650,3956,9,5,Cleanliness,2023-05-16,38
3136,5705,5899,19,2,Value for Money,2023-08-27,22
3137,2032,28609,28,1,Value for Money,2024-06-12,31
3138,4970,8145,3,6,Food Quality,2023-09-30,
3139,1333,7270,11,2,Delivery Time,2024-09-09,26
3140,992,29841,28,5,Value for Money,2024-08-25,31
3141,5776,24068,28,4,Ambience,2023-03-04,20
3142,3258,1106,15,3,Service,2024-03-12,37
3143,2590,24779,23,4,Ambience,2023-04-05,31
3144,2977,30409,9,2,Food Quality,2023-11-07,10
3145,6124,4517,27,4,Service,2024-07-21,20
3146,5664,24123,15,5,Value for Money,2024-01-06,0
3147,99999,999999,999,8,Ambience,2023-06-22,15
3148,6029,23223,6,4,Food Quality,2023-06-05,0
3149,2525,3703,22,4,Cleanliness,2023-10-22,15
3150,6324,12727,2,5,Delivery Time,2024-06-08,
3151,6411,3320,23,4,Food Quality,2024-08-23,25
3152,2642,15722,20,4,Food Quality,2024-09-05,9
3153,5799,30315,1,3,Cleanliness,2023-07-04,0
3154,6958,20337,1,3,Ambience,2024-04-18,38
3155,6587,27102,27,1,Cleanliness,2024-11-06,7
3156,2504,20864,4,9,Food Quality,2023-06-14,5
3157,4871,2463,23,4,Cleanliness,2023-07-16,18
3158,5597,5562,9,4,Cleanliness,2023-11-14,27
3159,3890,25486,26,4,Food Quality,2024-07-17,24
3160,3435,23008,22,2,Food Quality,2024-05-13,18
3161,2014,23203,3,5,Food Quality,2024-01-07,0
3162,2873,13447,10,1,Value for Money,2024-12-07,21
3163,586,29565,2,4,Food Quality,2024-06-09,19
3164,2941,14998,26,4,Ambience,2023-11-10,38
3165,5792,29567,1,4,Food Quality,2023-11-05,8
3166,1805,25725,8,5,Ambience,2023-08-20,40
3167,1461,29858,20,5,Delivery Time,2023-04-05,17
3168,1198,9436,27,2,Ambience,2024-09-27,32
3169,2055,9076,19,4,Ambience,2024-10-26,34
3170,621,27007,27,4,Delivery Time,2023-05-19,1
3171,3054,3566,27,4,Cleanliness,2023-02-06,7
3172,2050,13602,7,5,Delivery Time,2024-03-08,30
3173,1346,20656,25,2,Cleanliness,2024-03-13,21
3174,4876,14855,16,4,Cleanliness,2023-12-16,10
3175,5734,15148,16,3,Service,2023-09-03,28
3176,3693,24286,13,5,Cleanliness,2023-11-09,25
3177,169,3958,7,3,Service,2024-11-26,7
3178,2510,6006,24,5,Service,2023-12-10,1
3179,966,11660,2,4,Ambience,2024-05-02,18
3180,2662,23063,16,1,Cleanliness,2024-04-19,28
3181,345,18381,10,3,Ambience,2024-07-16,26
3182,214,11993,13,5,Service,2024-04-02,31
3183,140,14790,3,2,Food Quality,2023-12-16,10
3184,4705,22640,10,3,Cleanliness,2024-12-22,27
3185,2224,30377,10,4,Service,2024-05-04,4
3186,2977,10262,27,4,Delivery Time,2024-12-13,5
3187,753,15438,28,4,Value for Money,2023-07-13,31
3188,99999,999999,999,10,Value for Money,2023-12-06,27
3189,6604,25967,27,3,Delivery Time,2024-02-29,10
3190,380,13133,7,5,Value for Money,2024-03-20,22
3191,99999,999999,999,6,Service,2024-05-04,31
3192,6187,19509,20,5,Food Quality,2023-03-20,7
3193,99999,999999,999,10,Value for Money,2024-07-14,37
3194,6516,8703,25,5,Delivery Time,2023-12-20,17
3195,6073,21667,21,5,Cleanliness,2024-08-08,9
3196,4851,16506,1,5,Ambience,2023-01-15,21
3197,6208,14648,2,4,Food Quality,2024-06-02,12
3198,2250,1029,16,5,Cleanliness,2024-03-08,0
3199,947,11091,20,5,Food Quality,2024-05-25,19
3200,6856,20539,20,5,Food Quality,2023-03-23,
3201,3306,31955,12,5,Cleanliness,2023-03-26,33
3202,5715,22630,10,3,Delivery Time,2024-01-18,
3203,6917,20327,17,4,Cleanliness,2023-12-16,7
3204,5015,24928,24,4,Food Quality,2024-09-23,6
3205,5593,18764,11,5,Delivery Time,2024-03-15,34
3206,4319,5447,20,5,Delivery Time,2023-05-04,32
3207,4000,3988,18,5,Food Quality,2023-08-03,31
3208,585,836,28,4,Cleanliness,2023-07-25,30
3209,5086,6527,26,5,Cleanliness,2024-12-18,10
3210,1725,27304,12,5,Cleanliness,2024-01-03,1
3211,4694,31892,6,5,Service,2024-02-24,27
3212,535,10557,20,4,Ambience,2023-02-26,17
3213,6037,27998,24,4,Ambience,2023-08-11,36
3214,709,7131,19,3,Delivery Time,2024-03-27,30
3215,566,22514,13,5,Food Quality,2024-08-08,28
3216,4089,4786,7,5,Ambience,2024-06-24,34
3217,1530,18869,7,2,Food Quality,2023-08-20,8
3218,5092,22154,17,5,Cleanliness,2023-04-09,23
3219,588,703,27,4,Delivery Time,2023-09-14,38
3220,1859,27800,5,5,Food Quality,2023-06-23,33
3221,73,12763,27,4,Service,2024-11-30,35
3222,6718,29486,16,5,Service,2023-08-23,40
3223,3309,6671,16,5,Cleanliness,2024-08-25,23
3224,6271,30805,7,3,Ambience,2023-01-03,33
3225,6787,18414,24,5,Cleanliness,2024-02-01,30
3226,441,24006,7,4,Ambience,2024-11-12,36
3227,5426,9905,21,3,Value for Money,2023-09-21,26
3228,4150,1446,22,4,Service,2024-11-03,27
3229,2650,4965,8,4,Ambience,2024-03-22,0
3230,3764,15960,14,4,Cleanliness,2023-02-15,30
3231,3893,12357,3,5,Delivery Time,2023-03-17,17
3232,4349,14936,10,4,Food Quality,2023-08-03,27
3233,6999,26916,16,1,Ambience,2024-01-03,33
3234,2327,23418,27,4,Delivery Time,2023-09-17,20
3235,2604,10191,10,5,Value for Money,2023-09-05,6
3236,4589,25484,27,3,Value for Money,2024-01-20,18
3237,5293,18783,8,5,Ambience,2023-04-13,36
3238,5863,9677,2,3,Delivery Time,2024-12-01,18
3239,6945,27907,9,4,Value for Money,2023-11-23,21
3240,383,13161,27,5,Delivery Time,2024-04-01,32
3241,6207,19603,19,4,Food Quality,2024-03-13,15
3242,3380,735,22,4,Ambience,2024-04-28,26
3243,895,20815,4,4,Ambience,2024-05-03,8
3244,99999,999999,999,7,Cleanliness,2023-09-09,24
3245,4143,19162,27,4,Cleanliness,2023-05-22,3
3246,5828,23971,3,4,Food Quality,2024-10-18,31
3247,5840,19172,3,5,Delivery Time,2023-06-20,28
3248,3016,18730,27,5,Food Quality,2023-08-10,39
3249,4286,11684,6,2,Delivery Time,2024-05-08,34
3250,99999,999999,999,6,Service,2024-02-07,30
3251,3523,9724,25,5,Value for Money,2024-10-22,9
3252,5578,6016,2,5,Delivery Time,2024-02-08,25
3253,2762,14764,15,5,Ambience,2024-10-04,37
3254,6751,9494,28,5,Food Quality,2023-07-25,29
3255,5422,1396,28,5,Food Quality,2023-02-03,14
3256,1359,19886,7,5,Delivery Time,2024-04-06,25
3257,4922,10230,6,4,Value for Money,2023-10-09,34
3258,6334,12146,16,4,Delivery Time,2024-02-08,13
3259,1834,6585,7,3,Service,2023-06-27,
3260,850,3575,16,4,Cleanliness,2023-01-20,
3261,6501,5219,22,4,Food Quality,2024-06-30,5
3262,5079,8028,20,4,Ambience,2023-07-07,11
3263,3990,2010,7,5,Cleanliness,2024-02-29,31
3264,3503,20211,4,4,Cleanliness,2024-08-21,
3265,4905,30902,12,4,Delivery Time,2024-10-23,21
3266,3078,7812,5,5,Ambience,2023-08-06,35
3267,6697,9062,22,5,Food Quality,2023-11-01,34
3268,3824,18996,19,3,Value for Money,2023-07-30,0
3269,1712,20635,15,4,Food Quality,2023-03-19,4
3270,6408,25829,27,4,Value for Money,2024-02-17,34
3271,1637,15834,23,3,Ambience,2024-04-19,4
3272,2046,24467,12,5,Cleanliness,2023-07-24,13
3273,2081,25416,8,4,Food Quality,2023-08-17,25
3274,99999,999999,999,10,Value for Money,2024-06-10,24
3275,3015,24973,10,4,Ambience,2023-11-28,27
3276,3747,24996,8,5,Delivery Time,2023-10-27,9
3277,635,8637,1,5,Ambience,2023-11-10,34
3278,6020,21003,15,4,Cleanliness,2024-09-23,11
3279,2537,5190,15,3,Cleanliness,2024-05-31,39
3280,3706,24196,20,4,Delivery Time,2023-06-16,18
3281,3249,27888,21,3,Value for Money,2023-12-07,34
3282,4405,28224,13,5,Cleanliness,2024-03-17,16
3283,6251,27668,23,5,Value for Money,2023-02-11,13
3284,3801,2939,1,2,Ambience,2024-10-22,19
3285,5523,25095,10,4,Ambience,2023-10-26,25
3286,3270,28750,14,3,Delivery Time,2024-01-01,27
3287,501,18666,5,4,Food Quality,2023-03-06,26
3288,3677,15810,10,4,Service,2024-12-28,36
3289,4261,872,15,2,Delivery Time,2024-11-24,37
3290,6749,15808,1,5,Cleanliness,2024-05-20,33
3291,531,8221,8,4,Service,2024-06-22,29
3292,3473,16521,3,4,Service,2024-03-27,27
3293,107,9954,14,6,Ambience,2023-07-29,23
3294,120,21111,12,4,Food Quality,2024-12-13,35
3295,5048,15567,26,1,Delivery Time,2024-12-13,2
3296,6133,3147,15,1,Ambience,2024-03-30,39
3297,3335,26701,9,4,Service,2023-07-15,27
3298,5333,12484,14,3,Service,2023-09-09,36
3299,4376,10338,13,4,Cleanliness,2023-08-14,34
3300,4455,24142,20,5,Food Quality,2023-07-11,9
3301,3429,1340,12,4,Value for Money,2024-07-24,
3302,6250,13313,17,4,Delivery Time,2023-07-28,6
3303,1456,17802,17,5,Food Quality,2023-10-08,2
3304,2831,21007,18,4,Service,2024-10-31,10
3305,3644,24717,28,5,Delivery Time,2024-03-01,29
3306,2022,688,4,5,Delivery Time,2024-03-31,8
3307,4966,29291,15,3,Service,2024-11-05,34
3308,1863,10498,22,4,Cleanliness,2023-04-01,10
3309,6807,10489,26,5,Delivery Time,2023-05-26,13
3310,6367,19751,10,1,Cleanliness,2023-02-14,31
3311,4348,29332,9,5,Delivery Time,2024-11-23,14
3312,3170,29508,1,1,Food Quality,2023-08-17,10
3313,5912,28957,4,3,Cleanliness,2024-04-05,35
3314,2906,17463,8,5,Ambience,2024-01-26,38
3315,3073,1655,7,3,Cleanliness,2023-04-05,34
3316,6033,2932,5,4,Food Quality,2023-06-19,29
3317,6489,7327,28,4,Delivery Time,2024-03-29,39
3318,6660,26662,20,4,Service,2024-08-26,36
3319,1644,4640,28,4,Value for Money,2024-11-25,19
3320,1530,30537,28,4,Value for Money,2023-03-21,25
3321,4299,4175,22,5,Food Quality,2023-04-18,34
3322,1253,30504,26,4,Ambience,2023-09-22,9
3323,1554,2072,5,2,Service,2023-07-25,33
3324,5910,31921,2,3,Cleanliness,2024-06-06,12
3325,99999,999999,999,6,Food Quality,2023-01-16,20
3326,4631,30120,1,3,Ambience,2024-03-16,27
3327,389,24314,6,5,Delivery Time,2024-03-21,30
3328,958,2456,16,5,Ambience,2023-10-31,5
3329,6460,15064,15,5,Delivery Time,2024-12-03,
3330,2007,9951,4,2,Ambience,2024-10-13,2
3331,4999,15461,20,5,Service,2023-03-25,8
3332,3258,24040,17,5,Delivery Time,2023-01-28,36
3333,1474,5446,27,4,Ambience,2023-12-17,28
3334,536,24506,2,5,Ambience,2024-02-01,17
3335,3534,6601,6,1,Value for Money,2023-11-26,13
3336,403,14817,16,5,Service,2023-10-22,14
3337,65,7210,24,4,Food Quality,2023-01-11,27
3338,4487,5705,2,5,Value for Money,2024-08-07,34
3339,2603,9183,5,1,Service,2024-07-26,24
3340,590,29213,22,2,Ambience,2024-10-22,4
3341,3913,201,23,3,Service,2023-06-29,9
3342,389,13388,27,4,Value for Money,2023-11-14,28
3343,618,2142,12,4,Delivery Time,2024-06-24,6
3344,648,2151,1,2,Cleanliness,2023-08-25,4
3345,485,7286,15,4,Ambience,2024-07-03,6
3346,505,19240,26,5,Service,2024-06-26,40
3347,375,30551,7,4,Cleanliness,2024-12-12,
3348,2187,2542,2,4,Service,2023-02-18,2
3349,2191,26655,1,5,Ambience,2024-06-04,19
3350,4323,23250,3,1,Value for Money,2023-11-06,8
3351,34,12338,18,5,Ambience,2023-05-18,9
3352,5869,2325,28,4,Delivery Time,2024-11-03,
3353,50,22064,7,5,Ambience,2023-11-10,13
3354,197,6618,11,3,Ambience,2024-06-28,3
3355,6160,23279,10,4,Value for Money,2024-01-22,4
3356,3108,3380,5,4,Food Quality,2024-04-13,2
3357,6176,19634,3,3,Value for Money,2024-12-28,33
3358,6248,26025,14,5,Cleanliness,2023-08-09,19
3359,3270,18123,26,5,Service,2023-06-07,1
3360,1309,18650,24,3,Cleanliness,2024-02-01,29
3361,892,3884,18,2,Ambience,2023-02-03,39
3362,1229,13772,23,4,Value for Money,2023-07-31,
3363,6887,16968,10,5,Ambience,2024-04-11,34
3364,5110,11490,9,5,Value for Money,2024-06-02,18
3365,586,9154,2,2,Cleanliness,2024-03-01,18
3366,4041,20908,10,5,Value for Money,2024-05-29,7
3367,3237,13652,27,5,Food Quality,2024-05-23,2
3368,630,31912,22,5,Service,2023-06-10,16
3369,37,17625,1,5,Delivery Time,2023-06-14,9
3370,1641,5006,17,5,Ambience,2023-08-31,35
3371,4031,26917,8,4,Delivery Time,2023-12-17,34
3372,5054,3986,7,5,Ambience,2023-05-12,9
3373,5748,20315,10,5,Delivery Time,2024-01-27,20
3374,1792,9626,10,4,Cleanliness,2023-04-01,23
3375,4736,20421,25,4,Delivery Time,2024-03-29,1
3376,3665,31201,5,3,Ambience,2024-02-07,5
3377,213,23622,6,5,Value for Money,2023-11-23,20
3378,3932,337,2,5,Value for Money,2023-03-27,28
3379,32,13281,17,4,Value for Money,2023-02-08,19
3380,1941,3865,26,4,Delivery Time,2024-06-25,17
3381,5112,25065,9,1,Food Quality,2024-01-10,19
3382,4514,22375,3,4,Delivery Time,2023-03-08,21
3383,1200,16686,19,3,Delivery Time,2023-03-24,26
3384,6677,18270,10,5,Ambience,2024-04-01,33
3385,5581,24268,11,5,Ambience,2024-01-25,20
3386,2552,13281,3,5,Value for Money,2023-08-20,28
3387,4521,2108,17,4,Value for Money,2023-06-15,27
3388,6667,2020,1,3,Ambience,2024-08-05,24
3389,681,12074,23,4,Ambience,2023-10-11,4
3390,2571,12175,11,5,Food Quality,2023-02-08,38
3391,2343,27970,25,3,Service,2024-09-01,11
3392,2652,6934,16,4,Delivery Time,2023-06-14,1
3393,277,15614,25,5,Service,2024-06-29,31
3394,3205,17632,25,3,Delivery Time,2024-10-14,15
3395,3224,18499,9,2,Value for Money,2023-06-19,32
3396,5648,31342,4,4,Cleanliness,2023-10-26,21
3397,2634,22902,11,5,Value for Money,2023-09-27,9
3398,1529,17022,19,5,Food Quality,2024-07-15,0
3399,450,4678,24,5,Ambience,2024-05-31,26
3400,715,952,24,4,Service,2024-06-21,30
3401,950,11080,26,1,Service,2023-05-05,8
3402,1137,12401,21,3,Delivery Time,2023-06-03,39
3403,3522,29448,25,4,Service,2023-12-01,22
3404,3379,4299,21,4,Food Quality,2024-02-05,34
3405,6482,23203,5,5,Ambience,2023-09-29,4
3406,5355,8299,12,4,Value for Money,2024-11-23,19
3407,2969,2495,7,5,Value for Money,2023-12-20,16
3408,5159,23170,6,5,Service,2024-03-29,0
3409,1010,16994,16,3,Food Quality,2023-04-21,3
3410,1027,11965,20,4,Food Quality,2024-08-09,18
3411,6333,6777,8,5,Delivery Time,2024-08-28,17
3412,2993,29007,12,4,Value for Money,2024-05-01,23
3413,518,27318,5,3,Value for Money,2023-06-06,11
3414,2214,193,19,4,Food Quality,2023-10-13,2
3415,772,23064,13,4,Value for Money,2023-03-27,8
3416,4652,6934,20,4,Ambience,2023-07-18,34
3417,6013,18016,9,3,Ambience,2023-02-11,12
3418,3980,31238,1,4,Service,2024-04-25,16
3419,3942,8921,18,1,Value for Money,2024-10-01,29
3420,4386,15154,10,5,Value for Money,2023-11-29,15
3421,3765,11169,17,4,Delivery Time,2024-05-11,7
3422,5749,15074,6,4,Ambience,2024-01-15,37
3423,984,11500,11,2,Cleanliness,2023-05-16,5
3424,4236,4759,21,2,Delivery Time,2023-11-11,2
3425,2757,24848,23,1,Value for Money,2023-08-20,25
3426,5788,20619,17,4,Cleanliness,2024-05-06,33
3427,3865,2444,17,4,Value for Money,2023-02-04,26
3428,2728,10481,11,5,Delivery Time,2024-11-02,5
3429,231,11948,18,5,Food Quality,2024-01-03,25
3430,2363,6395,1,4,Food Quality,2023-02-26,34
3431,5820,16278,15,4,Food Quality,2024-12-12,21
3432,6351,11352,22,5,Value for Money,2023-12-14,37
3433,6691,21385,3,5,Cleanliness,2024-11-28,5
3434,4937,22338,1,5,Value for Money,2024-06-04,17
3435,2266,8078,9,4,Cleanliness,2024-06-27,11
3436,5126,10052,15,5,Ambience,2023-07-18,30
3437,2019,6255,21,5,Ambience,2024-12-17,20
3438,1936,12320,27,4,Cleanliness,2023-05-09,1
3439,2246,13519,2,5,Value for Money,2023-11-06,4
3440,5879,21373,3,4,Value for Money,2024-06-17,1
3441,3181,21310,18,3,Delivery Time,2024-11-13,40
3442,4195,24332,22,5,Delivery Time,2024-01-28,40
3443,3641,22999,12,3,Value for Money,2024-04-27,11
3444,2183,214,19,3,Service,2023-08-06,0
3445,5124,24964,20,4,Cleanliness,2024-11-10,3
3446,5614,16692,6,5,Food Quality,2023-08-11,30
3447,3190,919,6,5,Value for Money,2024-09-23,16
