order_id,customer_id,branch_id,order_date,order_hour,order_type,order_status,payment_method,discount_pct,total_amount_inr,completion_time_minutes
20816,99999,999,2024-02-21,19,Dine-In,Cancelled,Wallet,15,-4454.94,344.9
20817,2311,27,2023-03-25,17,Online,Completed,Credit Card,10,2375.6,67.7
20818,251,3,2024-01-24,21,Dine-In,Completed,Credit Card,10,5606.72,30.1
20819,6656,22,2024-09-10,8,Takeaway,Completed,Debit Card,10,1814.77,36.5
20820,5674,21,2024-11-27,14,Dine-In,Cancelled,Cash,0,2567.17,36.7
20821,836,3,2024-02-04,23,Takeaway,Completed,Wallet,0,1797.7,38.6
20822,3495,3,2023-11-03,13,Dine-In,Completed,Credit Card,0,3788.96,43.6
20823,1294,6,2023-02-12,20,Dine-In,Completed,Cash,10,263.48,47.6
20824,5162,26,2024-05-31,11,Dine-In,Completed,UPI,0,5439.41,36.8
20825,1457,6,2023-09-15,16,Online,Completed,Debit Card,15,4698.67,66.1
20826,4542,8,2023-05-21,12,Online,Completed,Wallet,0,3038.31,15.7
20827,3885,4,2024-04-13,21,Takeaway,Completed,Credit Card,10,5330.96,72.1
20828,1375,24,2023-04-01,14,Takeaway,Completed,Cash,10,1842.45,25.0
20829,1347,15,2023-07-13,19,Dine-In,Completed,Cash,0,1512.64,23.4
20830,2930,25,2023-10-01,20,Online,Completed,Debit Card,15,1477.97,39.2
20831,3798,7,2023-11-09,17,Dine-In,Cancelled,Cash,0,5936.94,59.0
20832,6320,20,2023-08-11,17,Dine-In,Completed,Credit Card,15,2814.34,24.2
20833,2877,23,2024-07-01,11,Takeaway,Completed,Wallet,10,4140.35,60.1
20834,2463,8,2023-06-10,22,Takeaway,Completed,UPI,20,5917.17,73.0
20835,5871,22,2024-06-27,18,Online,Completed,Cash,0,1141.18,11.4
20836,390,8,2023-08-26,23,Takeaway,Pending,Wallet,0,908.38,54.1
20837,4888,6,2024-07-11,14,Takeaway,Cancelled,Debit Card,0,1488.75,27.4
20838,6722,24,2023-01-22,21,Online,Completed,Wallet,10,5407.04,39.6
20839,3162,27,2023-10-08,11,Takeaway,Completed,Debit Card,15,5031.39,28.9
20840,2264,2,2024-12-21,13,Takeaway,Cancelled,Wallet,10,1275.41,50.0
20841,6058,27,2023-12-10,21,Dine-In,Cancelled,Credit Card,10,,37.8
20842,3326,11,2024-09-16,22,Online,Completed,Cash,0,840.23,38.0
20843,5898,11,2023-08-29,12,Online,Completed,Credit Card,0,5105.25,54.6
20844,4768,1,2024-08-03,21,Dine-In,Completed,Credit Card,15,853.58,67.1
20845,3945,22,2024-09-24,18,Online,Completed,Credit Card,0,5330.25,20.5
20846,2220,2,2023-12-26,20,Takeaway,Completed,Debit Card,0,4644.16,23.1
20847,207,5,2024-05-17,14,Online,Completed,Credit Card,10,2973.45,23.9
20848,4108,4,2023-06-01,22,Dine-In,Completed,Cash,0,1319.82,12.3
20849,3022,11,2023-10-02,16,Online,Completed,UPI,20,1427.26,54.0
20850,1090,3,2024-07-22,20,Takeaway,Completed,Wallet,0,4600.69,28.2
20851,99999,999,2023-06-01,20,Dine-In,Pending,Wallet,5,-3826.81,264.6
20852,6119,17,2023-12-24,20,Dine-In,Completed,Wallet,0,4288.81,20.5
20853,6350,25,2023-12-12,12,Dine-In,Pending,Credit Card,0,3633.48,56.6
20854,99999,999,2024-06-07,15,Dine-In,Completed,Cash,0,-4692.58,381.2
20855,6990,21,2023-12-10,22,Dine-In,Completed,Credit Card,5,4306.99,51.0
20856,6445,22,2023-03-05,21,Dine-In,In Progress,Debit Card,0,1206.7,18.4
20857,45,18,2024-08-31,20,Dine-In,Completed,Cash,0,1543.62,11.6
20858,5026,26,2024-07-05,16,Online,Completed,Cash,10,5633.95,31.5
20859,6485,27,2024-09-16,14,Takeaway,Completed,Debit Card,10,4279.3,40.4
20860,5121,4,2023-09-15,21,Online,Completed,Wallet,0,1372.13,8.4
20861,6341,20,2024-06-20,21,Dine-In,Completed,Wallet,10,5666.22,51.6
20862,6648,25,2024-11-21,20,Dine-In,Completed,Debit Card,20,3589.57,28.0
20863,3180,1,2023-06-25,20,Takeaway,Completed,Credit Card,0,2931.3,45.5
20864,6930,24,2024-07-25,19,Takeaway,Completed,Debit Card,0,349.58,72.2
20865,304,3,2023-12-21,19,Online,Completed,UPI,0,1085.35,45.4
20866,5592,27,2023-07-28,14,Dine-In,Completed,Debit Card,15,4754.0,21.0
20867,317,19,2023-06-08,13,Online,Cancelled,Cash,15,4687.27,63.9
20868,6212,17,2023-02-28,22,Online,Completed,Credit Card,20,959.3,42.7
20869,5481,28,2024-02-02,12,Dine-In,Pending,Debit Card,0,680.13,37.9
20870,2788,1,2024-09-16,13,Dine-In,Pending,Debit Card,0,,17.5
20871,3659,14,2024-06-15,20,Takeaway,In Progress,Debit Card,10,,73.7
20872,4582,14,2024-10-07,20,Online,Completed,Wallet,15,1920.98,42.7
20873,1648,13,2023-06-29,17,Takeaway,Completed,Debit Card,5,2527.81,68.5
20874,3066,26,2024-10-17,19,Takeaway,Completed,UPI,0,4225.68,67.9
20875,5808,23,2024-12-05,12,Dine-In,Completed,Debit Card,0,4118.23,50.3
20876,3613,1,2024-02-03,18,Online,Completed,Wallet,0,,60.4
20877,4533,8,2024-04-06,21,Online,Completed,Credit Card,0,3710.55,35.4
20878,1793,19,2024-01-18,13,Dine-In,Completed,Debit Card,15,5591.01,29.4
20879,5738,18,2023-05-10,12,Online,Completed,Wallet,0,4427.84,52.3
20880,1128,28,2024-02-15,13,Dine-In,Completed,Debit Card,10,5189.7,59.0
20881,6448,20,2024-10-13,12,Online,Completed,Debit Card,0,1872.31,26.0
20882,4252,17,2024-12-22,18,Takeaway,Completed,Debit Card,0,1193.18,28.8
20883,3127,19,2023-10-01,19,Dine-In,Cancelled,Credit Card,10,3749.09,23.6
20884,2508,9,2024-06-17,22,Online,Completed,UPI,10,3146.21,56.4
20885,6224,9,2023-06-04,22,Online,Completed,UPI,10,4233.33,57.6
20886,553,11,2024-04-07,22,Takeaway,Completed,UPI,0,3169.75,21.2
20887,5402,11,2024-01-10,20,Dine-In,Completed,Credit Card,0,780.74,68.9
20888,6838,13,2024-02-03,19,Dine-In,Completed,Credit Card,20,1537.26,72.6
20889,248,24,2023-04-15,19,Takeaway,Completed,Wallet,15,5872.16,68.1
20890,3928,24,2023-07-21,16,Online,Cancelled,Wallet,10,,69.9
20891,4190,22,2023-04-14,12,Dine-In,Pending,Credit Card,10,198.17,46.7
20892,1104,5,2023-01-13,17,Dine-In,Cancelled,Debit Card,20,462.4,31.3
20893,3398,17,2023-04-20,21,Dine-In,Completed,UPI,0,2152.88,29.3
20894,2771,24,2023-02-10,20,Takeaway,Completed,Credit Card,0,1806.54,13.1
20895,4536,7,2023-07-13,14,Takeaway,Pending,Cash,15,3762.86,57.0
20896,4436,27,2024-03-10,17,Dine-In,Completed,Credit Card,15,774.13,72.5
20897,2063,11,2023-08-16,20,Dine-In,Completed,Wallet,15,1545.93,12.2
20898,2912,11,2023-02-28,22,Online,Completed,Debit Card,0,5858.4,70.7
20899,5926,4,2024-01-02,19,Dine-In,Completed,UPI,20,4227.51,68.1
20900,5990,24,2024-05-22,15,Takeaway,Completed,Wallet,10,4411.88,48.8
20901,5742,15,2024-05-12,20,Takeaway,Completed,UPI,20,1039.31,70.7
20902,1160,23,2024-05-04,16,Takeaway,Completed,UPI,20,2624.13,20.1
20903,1398,23,2023-03-13,19,Takeaway,Completed,Credit Card,20,1638.86,33.3
20904,2458,18,2023-02-04,18,Online,Cancelled,Credit Card,0,1471.22,54.5
20905,1198,10,2024-07-04,14,Online,Completed,Cash,5,809.16,29.3
20906,1876,6,2024-08-17,19,Takeaway,Completed,Cash,20,4600.61,63.5
20907,5239,21,2024-10-18,11,Dine-In,Pending,Credit Card,20,4195.71,48.3
20908,1747,14,2023-03-25,14,Online,In Progress,Debit Card,10,1077.19,66.1
20909,1992,27,2024-11-15,12,Online,Completed,Debit Card,0,2464.53,30.8
20910,138,16,2024-01-16,12,Online,Completed,Cash,5,5463.52,70.8
20911,5106,20,2023-03-01,18,Dine-In,Completed,Cash,5,2325.3,30.9
20912,4932,25,2023-09-25,19,Online,Completed,UPI,15,3942.08,18.5
20913,1266,19,2024-08-06,15,Takeaway,Cancelled,UPI,0,951.54,24.3
20914,515,25,2023-05-08,12,Dine-In,Completed,UPI,0,271.11,49.4
20915,6956,13,2024-02-15,22,Takeaway,Completed,Cash,0,3576.93,34.8
20916,5547,21,2024-01-12,13,Dine-In,Completed,Credit Card,15,562.08,8.9
20917,4293,28,2024-04-27,20,Dine-In,Completed,UPI,5,5723.45,44.9
20918,6725,15,2023-05-03,11,Dine-In,Cancelled,Credit Card,10,3966.22,67.8
20919,1849,24,2024-02-09,18,Online,Pending,Cash,0,4965.31,32.2
20920,6366,3,2024-01-05,21,Takeaway,Completed,UPI,15,2792.38,74.2
20921,3446,21,2024-08-03,20,Takeaway,Cancelled,Credit Card,5,1271.13,62.7
20922,4578,27,2024-02-28,19,Takeaway,Completed,Wallet,10,1635.93,61.5
20923,6379,6,2023-11-01,21,Dine-In,Completed,Debit Card,0,4496.66,11.7
20924,6765,14,2024-02-27,21,Online,Completed,Wallet,10,4388.68,20.9
20925,4942,6,2024-01-10,18,Takeaway,Completed,Wallet,0,5052.85,28.9
20926,706,28,2023-09-12,23,Takeaway,Cancelled,UPI,5,3691.47,60.5
20927,5146,11,2024-03-09,19,Dine-In,Completed,Cash,20,,61.8
20928,1830,6,2023-07-09,17,Online,Completed,Debit Card,15,344.64,8.7
20929,1460,25,2024-10-27,12,Dine-In,Completed,Debit Card,0,4007.76,11.8
20930,2224,5,2023-03-28,11,Dine-In,Cancelled,UPI,15,2660.55,66.4
20931,4581,7,2024-08-20,22,Online,In Progress,Cash,20,1977.03,37.0
20932,4803,18,2023-09-02,17,Takeaway,Pending,Cash,0,5392.89,47.5
20933,5951,26,2023-10-02,23,Dine-In,Completed,UPI,0,5783.36,39.3
20934,1479,2,2024-06-09,18,Online,Completed,Wallet,0,3389.02,51.8
20935,5105,28,2023-10-03,19,Dine-In,Completed,Wallet,0,4946.67,12.8
20936,3041,24,2023-12-23,18,Online,Pending,Debit Card,0,4660.94,12.6
20937,3327,16,2023-09-15,8,Online,Completed,Cash,0,3419.53,22.4
20938,99999,999,2023-11-22,14,Online,Cancelled,Wallet,20,-4332.96,397.5
20939,5514,1,2024-01-14,17,Online,Completed,Cash,15,1997.18,59.8
20940,5397,2,2024-07-24,20,Takeaway,Completed,Wallet,0,4553.92,60.7
20941,3600,8,2023-11-04,19,Takeaway,Completed,Credit Card,5,3948.33,50.0
20942,1178,23,2023-07-01,22,Takeaway,Completed,UPI,10,3962.7,55.8
20943,5203,14,2024-02-29,14,Takeaway,Completed,Cash,0,,58.9
20944,3819,20,2024-06-23,19,Takeaway,Completed,Cash,0,4023.26,32.5
20945,99999,999,2024-02-22,20,Takeaway,Completed,Credit Card,10,-3457.2,217.3
20946,4086,7,2024-08-06,9,Dine-In,Completed,Credit Card,0,4648.91,33.9
20947,1937,11,2023-01-22,13,Dine-In,Completed,Wallet,10,4358.01,23.2
20948,5670,18,2024-10-01,13,Takeaway,Completed,Cash,0,5620.43,13.7
20949,549,14,2023-08-01,14,Takeaway,Completed,Debit Card,0,1731.19,70.9
20950,3755,4,2023-11-16,13,Online,Completed,Wallet,20,1035.17,38.5
20951,3625,9,2024-07-08,10,Dine-In,Completed,Debit Card,10,715.88,37.7
20952,2646,6,2024-04-27,19,Dine-In,Completed,UPI,5,1597.84,35.3
20953,1022,25,2023-05-02,19,Online,Completed,Wallet,0,5072.44,44.4
20954,3013,5,2024-03-02,19,Dine-In,Cancelled,Debit Card,0,2607.57,47.7
20955,6603,28,2023-07-25,10,Dine-In,Completed,UPI,15,3100.66,52.4
20956,4987,4,2023-12-20,22,Takeaway,Completed,Debit Card,15,5054.24,18.9
20957,5235,14,2023-12-06,9,Online,Cancelled,Wallet,0,1143.01,25.3
20958,3892,6,2024-12-10,18,Online,Completed,Credit Card,5,310.88,21.2
20959,940,23,2024-03-23,14,Takeaway,Completed,Credit Card,10,5899.14,48.5
20960,4635,4,2024-06-02,20,Dine-In,Completed,Wallet,0,5336.24,41.1
20961,111,2,2023-05-19,15,Takeaway,Completed,Debit Card,5,2485.4,25.4
20962,4990,25,2024-05-14,16,Takeaway,In Progress,Debit Card,10,3783.33,61.5
20963,4423,24,2024-12-06,13,Dine-In,Completed,Cash,15,1125.79,70.3
20964,6338,16,2024-09-24,19,Takeaway,Completed,UPI,0,4246.87,30.3
20965,5661,12,2023-05-01,17,Dine-In,Completed,Wallet,0,5341.63,8.4
20966,6262,18,2024-11-20,12,Online,Completed,Credit Card,15,1259.25,34.0
20967,1146,13,2023-09-05,23,Takeaway,Completed,Wallet,0,703.17,26.6
20968,1229,3,2024-05-24,22,Dine-In,Completed,Cash,0,5669.7,13.4
20969,150,28,2024-12-15,19,Online,Completed,Debit Card,0,5243.3,22.4
20970,4834,11,2023-09-15,20,Takeaway,Completed,Cash,0,269.58,25.5
20971,4885,9,2023-02-24,8,Takeaway,Completed,Debit Card,20,1488.22,10.8
20972,5639,12,2024-06-28,14,Takeaway,Completed,UPI,15,4411.65,44.8
20973,2838,6,2024-09-11,17,Online,Completed,UPI,0,1780.44,43.8
20974,6660,26,2023-08-21,18,Online,Completed,UPI,0,5859.59,49.0
20975,3186,21,2024-11-01,18,Takeaway,Completed,Credit Card,0,706.56,49.3
20976,2159,11,2023-06-16,20,Online,Completed,Cash,0,849.42,49.4
20977,2998,25,2024-08-05,12,Dine-In,Completed,Cash,20,3068.57,66.4
20978,1168,28,2023-01-10,17,Dine-In,Completed,Credit Card,20,1802.46,21.4
20979,4307,12,2024-10-21,22,Dine-In,Pending,Cash,0,886.83,17.4
20980,1872,25,2023-01-13,13,Online,Completed,Credit Card,5,2864.75,13.7
20981,6195,4,2024-03-02,23,Takeaway,Completed,Wallet,0,4205.83,23.2
20982,4713,3,2023-01-11,20,Takeaway,Cancelled,Credit Card,0,204.11,24.1
20983,4359,1,2023-03-15,19,Online,Completed,Wallet,0,,11.9
20984,4904,24,2024-04-28,22,Takeaway,Completed,Wallet,20,3429.75,43.2
20985,5604,9,2024-12-21,18,Online,Pending,Cash,0,1022.13,42.5
20986,1639,14,2023-12-06,23,Dine-In,Completed,Cash,15,4838.02,34.0
20987,6949,5,2023-07-31,18,Dine-In,Pending,Cash,0,-5180.49,320.2
20988,1277,24,2024-11-25,19,Dine-In,Completed,Debit Card,0,3597.08,31.1
20989,2915,15,2023-05-06,21,Online,Cancelled,Wallet,5,1603.46,42.5
20990,3406,4,2024-09-11,18,Takeaway,Completed,Debit Card,10,1963.47,27.3
20991,1881,11,2024-09-26,18,Dine-In,Completed,UPI,5,3776.82,25.7
20992,99999,999,2023-12-03,15,Takeaway,Completed,Cash,15,-5227.52,345.6
20993,6251,15,2023-10-13,15,Online,Pending,Cash,0,4082.18,34.9
20994,6364,10,2024-11-19,11,Takeaway,Completed,Wallet,5,5353.15,60.8
20995,4721,22,2023-11-19,21,Takeaway,Completed,UPI,0,5694.86,38.9
20996,5289,5,2023-02-28,14,Online,Completed,UPI,0,1668.12,57.2
20997,5226,4,2023-07-14,13,Dine-In,Pending,Cash,0,5547.94,48.6
20998,1102,15,2024-02-26,13,Dine-In,Completed,Cash,10,4057.26,20.7
20999,1215,27,2024-12-04,18,Takeaway,Completed,Debit Card,0,-3137.77,181.6
21000,332,15,2023-03-29,21,Takeaway,Completed,Cash,20,-2412.32,207.7
21001,5814,8,2024-04-21,19,Takeaway,Pending,Credit Card,20,1204.08,64.7
21002,4904,26,2023-12-13,15,Dine-In,Completed,Wallet,15,3163.28,72.3
21003,6415,21,2024-07-02,23,Dine-In,Completed,Debit Card,0,1154.08,47.7
21004,3949,26,2023-10-16,10,Takeaway,Completed,Wallet,0,2042.41,24.8
21005,2972,7,2024-12-28,21,Takeaway,In Progress,Wallet,5,4398.35,43.4
21006,6194,8,2023-05-25,21,Takeaway,Completed,Debit Card,0,3248.72,71.4
21007,4994,23,2023-07-29,15,Takeaway,Completed,Cash,10,3950.47,14.7
21008,2255,15,2023-03-13,9,Dine-In,Completed,UPI,0,1655.54,56.9
21009,6108,23,2024-09-07,13,Dine-In,Completed,Credit Card,5,5259.11,28.0
21010,467,3,2024-01-05,20,Dine-In,Cancelled,UPI,15,4581.93,71.8
21011,3962,14,2023-10-01,22,Takeaway,Completed,Debit Card,0,1545.42,28.4
21012,4864,23,2024-11-01,20,Dine-In,Completed,Wallet,20,4572.43,43.4
21013,4398,10,2023-02-21,21,Dine-In,Completed,UPI,5,5404.61,60.5
21014,411,1,2023-10-20,19,Dine-In,Completed,UPI,5,5395.93,10.5
21015,2547,21,2024-10-19,8,Takeaway,Completed,Cash,15,2119.61,30.4
21016,3399,17,2024-07-28,11,Online,Completed,Credit Card,0,5868.46,48.2
21017,1497,8,2024-06-23,21,Takeaway,Completed,UPI,10,1659.04,73.0
21018,4447,16,2023-09-22,15,Takeaway,Completed,Credit Card,10,334.74,62.5
21019,3866,4,2024-07-01,13,Takeaway,Completed,Cash,0,643.23,49.3
21020,1640,7,2024-04-15,13,Online,Completed,Cash,5,1044.14,20.2
21021,6724,15,2023-09-08,13,Dine-In,Cancelled,Credit Card,0,1439.33,26.6
21022,595,26,2024-11-16,11,Takeaway,Completed,Credit Card,0,4764.54,18.5
21023,4895,25,2023-05-24,16,Takeaway,Completed,Wallet,5,3537.18,46.5
21024,3230,26,2024-06-25,22,Online,Completed,Credit Card,5,1368.85,17.7
21025,5432,1,2023-10-28,18,Takeaway,Completed,Credit Card,20,652.4,66.6
21026,1376,27,2023-04-30,19,Dine-In,Completed,Cash,15,3134.91,73.8
21027,4483,17,2024-06-03,22,Online,Cancelled,UPI,0,3681.1,36.3
21028,2173,7,2023-12-21,14,Online,Pending,Credit Card,0,3494.34,35.6
21029,5503,25,2023-06-10,15,Dine-In,Completed,Credit Card,0,1331.01,43.3
21030,936,16,2024-10-23,22,Dine-In,Completed,Wallet,0,4570.23,15.0
21031,4065,22,2023-01-05,20,Takeaway,Completed,Debit Card,0,-889.35,212.8
21032,1947,5,2023-12-07,12,Online,Completed,Cash,0,4018.95,24.1
21033,99999,999,2024-11-23,20,Dine-In,Completed,Cash,15,-5642.63,366.5
21034,5066,17,2024-10-05,20,Dine-In,Completed,Credit Card,20,3731.03,73.8
21035,3261,19,2024-06-07,19,Online,In Progress,Cash,0,3524.27,30.7
21036,2050,19,2024-02-28,20,Online,Completed,Wallet,10,5520.35,42.7
21037,2953,19,2024-03-14,14,Online,Pending,UPI,20,797.01,33.7
21038,1243,27,2023-10-25,12,Dine-In,Completed,Debit Card,5,3151.5,8.9
21039,99999,999,2023-08-13,20,Online,Pending,Wallet,0,-1976.2,153.2
21040,459,13,2024-03-15,21,Online,Completed,UPI,0,2580.84,23.8
21041,3110,5,2023-11-02,16,Takeaway,Completed,Credit Card,5,5716.05,51.6
21042,6243,24,2024-12-26,13,Dine-In,Completed,Cash,0,5271.66,70.3
21043,2152,10,2023-07-16,10,Takeaway,Completed,UPI,10,5235.17,45.6
21044,4273,12,2023-08-04,21,Takeaway,Completed,Credit Card,15,1566.57,61.5
21045,3749,24,2024-12-04,21,Takeaway,Completed,Credit Card,10,2936.91,37.5
21046,4726,1,2024-01-27,12,Takeaway,Completed,Wallet,0,844.52,43.9
21047,3181,14,2024-12-07,13,Online,Completed,UPI,0,3130.36,31.7
21048,1862,23,2024-08-08,13,Takeaway,Cancelled,Credit Card,20,1458.75,9.1
21049,460,12,2023-01-08,19,Dine-In,Pending,Debit Card,0,2312.81,44.4
21050,3850,18,2024-09-14,21,Online,Completed,Credit Card,20,3888.12,67.1
21051,1619,27,2023-04-25,19,Online,Completed,Debit Card,0,4530.02,65.9
21052,583,5,2024-12-10,21,Dine-In,Completed,Debit Card,5,2788.06,32.2
21053,1562,14,2024-03-15,11,Dine-In,Completed,UPI,0,903.91,36.0
21054,4902,23,2023-01-31,14,Takeaway,Completed,Credit Card,10,2044.27,49.3
21055,3664,6,2024-01-12,21,Dine-In,Completed,UPI,0,1277.96,50.9
21056,5478,27,2024-02-21,21,Takeaway,Pending,UPI,0,2230.59,11.4
21057,3806,23,2024-01-19,13,Dine-In,Pending,Credit Card,0,2476.34,8.4
21058,4848,11,2023-03-24,13,Dine-In,Completed,Debit Card,20,4003.98,51.2
21059,6245,10,2023-07-05,15,Dine-In,Completed,Debit Card,5,,21.7
21060,1532,1,2024-06-06,21,Takeaway,Completed,UPI,5,3844.11,18.2
21061,5070,22,2023-02-26,20,Online,Completed,Debit Card,20,443.67,24.7
21062,6038,3,2024-07-13,18,Online,Cancelled,Credit Card,20,1580.44,17.5
21063,1613,11,2024-06-25,21,Online,Completed,UPI,5,3255.32,10.1
21064,243,28,2023-05-07,21,Takeaway,Completed,Credit Card,20,3017.17,18.2
21065,3044,2,2023-04-24,10,Takeaway,In Progress,Cash,20,2513.89,68.2
21066,1274,8,2024-11-04,18,Dine-In,Completed,Wallet,20,5318.14,28.4
21067,6296,23,2023-01-15,15,Takeaway,Completed,Debit Card,20,729.63,41.8
21068,3475,16,2024-01-10,13,Online,Cancelled,Debit Card,5,4350.09,47.7
21069,1717,27,2024-03-27,12,Dine-In,Completed,Debit Card,0,666.18,31.4
21070,5364,28,2023-12-23,17,Takeaway,Completed,Credit Card,0,1009.95,26.9
21071,3816,1,2024-10-13,14,Takeaway,Completed,Debit Card,10,4818.98,25.5
21072,467,5,2024-09-16,23,Online,Completed,Wallet,15,1658.32,26.4
21073,6394,8,2023-11-21,15,Online,Completed,Debit Card,0,5223.89,54.0
21074,3144,8,2023-07-01,18,Takeaway,Completed,Wallet,15,4191.98,51.7
21075,6584,21,2023-05-04,20,Takeaway,Cancelled,Debit Card,20,5809.64,16.7
21076,2686,24,2023-07-23,11,Online,Completed,Cash,0,5868.56,52.9
21077,519,16,2023-10-09,20,Takeaway,Completed,UPI,0,5438.61,8.5
21078,2021,23,2024-09-26,12,Dine-In,Completed,Credit Card,0,3356.07,72.1
21079,6251,12,2024-04-08,19,Online,Pending,Cash,0,5287.02,45.9
21080,3073,11,2023-10-11,19,Takeaway,Completed,Debit Card,0,5527.34,43.9
21081,4512,16,2024-12-01,19,Online,In Progress,Cash,0,1771.9,31.5
21082,5751,24,2023-08-10,20,Online,Completed,Wallet,0,5359.86,34.1
21083,4593,5,2024-07-26,20,Online,In Progress,Wallet,10,1902.36,39.9
21084,621,4,2023-10-12,18,Takeaway,Cancelled,Wallet,0,3496.89,55.1
21085,5528,22,2024-12-24,22,Takeaway,Completed,Debit Card,5,3033.86,46.9
21086,6622,7,2023-09-01,22,Online,Cancelled,Wallet,0,693.95,34.7
21087,2427,13,2023-12-03,22,Online,Completed,UPI,20,3429.23,59.0
21088,1881,26,2024-04-11,21,Takeaway,Pending,Debit Card,20,3654.53,38.2
21089,865,19,2023-03-06,20,Takeaway,Completed,Cash,20,4524.82,48.4
21090,2596,24,2023-09-05,18,Dine-In,Completed,Credit Card,15,4693.72,55.7
21091,310,24,2024-01-07,10,Takeaway,Completed,UPI,0,2517.05,19.9
21092,1913,9,2023-10-04,18,Dine-In,Completed,Cash,15,3841.89,58.5
21093,6146,10,2024-02-27,18,Dine-In,Completed,UPI,15,1097.8,22.0
21094,6111,22,2024-11-15,19,Dine-In,Completed,Credit Card,0,4353.84,36.2
21095,800,2,2023-08-22,19,Online,Completed,Cash,0,1392.62,23.1
21096,1499,2,2024-04-13,17,Dine-In,Completed,Credit Card,15,1798.25,20.1
21097,1853,22,2024-09-16,18,Online,Completed,Cash,10,4416.83,8.3
21098,3579,24,2023-08-25,21,Online,Completed,Wallet,10,3129.4,16.7
21099,5272,18,2024-04-02,20,Takeaway,Cancelled,Wallet,20,4461.07,70.0
21100,2880,21,2024-07-10,17,Dine-In,Completed,Wallet,10,4295.12,14.0
21101,1154,2,2024-09-02,15,Online,Completed,Cash,15,5283.02,11.9
21102,3807,1,2023-07-21,12,Dine-In,Completed,Debit Card,0,3709.22,60.5
21103,2159,19,2024-01-18,22,Takeaway,Completed,UPI,5,3163.78,73.9
21104,6693,11,2023-11-18,14,Takeaway,Completed,Cash,0,483.12,57.6
21105,3016,27,2023-04-15,11,Takeaway,Completed,Debit Card,10,631.78,50.1
21106,6151,9,2024-11-03,21,Online,Cancelled,Credit Card,5,1127.3,56.9
21107,1336,5,2024-07-02,21,Takeaway,Completed,Wallet,10,5746.46,34.7
21108,6067,28,2024-09-08,21,Takeaway,In Progress,Debit Card,0,3060.33,45.4
21109,5234,13,2023-12-09,20,Online,Completed,Cash,5,840.02,49.5
21110,6361,4,2023-09-05,19,Takeaway,Completed,Cash,5,163.57,41.2
21111,1570,11,2024-12-11,19,Online,Completed,Cash,0,2811.95,60.2
21112,5081,7,2024-11-09,19,Online,Completed,Wallet,20,5039.17,41.9
21113,5449,28,2023-07-31,20,Takeaway,Pending,Debit Card,15,1867.79,26.8
21114,609,24,2023-10-13,18,Dine-In,Pending,UPI,5,,47.0
21115,3724,23,2024-11-29,13,Online,Cancelled,Credit Card,0,4290.75,8.7
21116,4954,18,2024-07-11,23,Online,Completed,Credit Card,10,792.81,63.8
21117,5073,10,2023-05-10,20,Dine-In,Completed,Cash,10,5651.25,27.4
21118,931,21,2023-08-11,17,Takeaway,Completed,Cash,0,4318.56,41.0
21119,1460,10,2024-06-06,20,Takeaway,Completed,Cash,0,5769.41,54.6
21120,428,12,2024-10-30,19,Online,Completed,Cash,15,1471.29,34.1
21121,6282,15,2024-03-02,14,Takeaway,Completed,Wallet,10,684.42,73.1
21122,2331,6,2023-12-09,18,Takeaway,Completed,Credit Card,5,5415.02,73.6
21123,4418,12,2023-06-04,16,Dine-In,Completed,Cash,0,2407.37,52.4
21124,3592,28,2024-10-10,17,Online,Completed,Wallet,10,3105.54,21.9
21125,768,10,2023-08-24,20,Dine-In,Completed,UPI,20,5133.6,39.1
21126,6417,4,2024-04-27,21,Dine-In,Completed,Wallet,20,5181.87,59.4
21127,4668,3,2024-05-16,19,Online,Completed,UPI,5,-643.11,391.5
21128,2214,13,2023-09-15,19,Takeaway,In Progress,UPI,20,5934.75,38.3
21129,1124,16,2024-05-06,13,Dine-In,Completed,Debit Card,0,5590.85,66.3
21130,2731,16,2023-08-19,22,Takeaway,In Progress,Wallet,10,1837.91,44.7
21131,3448,12,2023-06-12,8,Online,Completed,Credit Card,0,5112.94,29.9
21132,5559,16,2023-07-08,17,Online,Completed,Debit Card,0,1074.22,31.0
21133,3708,6,2023-09-13,21,Online,Completed,Debit Card,5,5101.86,21.3
21134,6353,6,2024-06-24,15,Dine-In,In Progress,UPI,0,392.59,64.0
21135,2705,11,2023-01-23,21,Dine-In,Completed,Debit Card,10,980.94,56.7
21136,583,4,2024-02-22,11,Online,Cancelled,Debit Card,15,335.37,13.6
21137,2827,18,2023-04-19,13,Dine-In,Completed,Wallet,0,1705.3,36.6
21138,6151,20,2024-01-04,17,Takeaway,Completed,Credit Card,0,,20.5
21139,25,19,2023-06-17,15,Takeaway,Completed,Debit Card,0,2247.1,35.5
21140,6297,26,2024-01-04,18,Takeaway,Completed,Debit Card,10,4173.14,40.9
21141,4624,16,2024-01-08,19,Takeaway,Completed,Credit Card,10,3909.51,29.6
21142,1065,27,2024-11-21,18,Takeaway,Cancelled,Debit Card,0,5677.95,26.3
21143,4686,4,2023-06-02,22,Online,Completed,Wallet,15,4030.4,27.3
21144,1109,27,2024-07-28,18,Dine-In,Completed,Wallet,15,3064.75,12.2
21145,1340,24,2024-03-02,10,Online,In Progress,UPI,5,1253.26,20.8
21146,5096,19,2024-03-30,13,Takeaway,Completed,Wallet,15,4725.81,50.6
