consumption_id,ingredient_id,branch_id,date,quantity_used,wastage_quantity,stock_available
15044,44,11,2023-09-14,72.74,3.39,439.8
15045,58,2,2024-04-25,62.75,0.47,273.68
15046,87,10,2023-03-19,43.93,4.36,221.62
15047,81,14,2024-07-28,83.07,6.33,402.68
15048,155,28,2023-10-04,58.83,,408.65
15049,138,2,2023-12-09,33.56,2.38,462.59
15050,31,15,2023-03-24,84.0,5.89,315.92
15051,87,17,2023-06-20,69.63,2.56,311.78
15052,18,11,2024-12-11,16.59,0.41,203.51
15053,92,26,2023-08-11,48.08,4.55,349.61
15054,53,7,2024-08-15,93.88,,144.22
15055,130,9,2024-08-08,20.19,1.69,427.74
15056,131,12,2023-11-25,89.04,6.77,132.14
15057,116,14,2024-07-27,7.67,0.48,81.01
15058,113,3,2024-01-07,62.21,0.58,178.11
15059,9999,888,2023-04-09,-25.71,2.31,-375.39
15060,24,15,2023-02-10,95.86,4.26,274.42
15061,62,13,2023-05-01,42.72,1.12,278.18
15062,81,3,2024-11-21,25.57,2.04,495.07
15063,25,25,2023-06-25,77.53,3.23,219.6
15064,95,10,2024-10-16,15.08,1.06,369.04
15065,157,4,2023-08-27,77.72,5.24,302.19
15066,138,11,2024-06-26,11.72,0.81,434.49
15067,83,10,2023-10-26,19.3,0.55,110.69
15068,48,23,2024-10-25,30.57,1.47,431.94
15069,86,9,2023-11-15,60.97,4.25,243.4
15070,103,8,2024-09-24,35.59,1.32,127.85
15071,116,10,2024-11-15,11.59,0.24,232.67
15072,159,15,2024-07-31,27.41,1.76,412.54
15073,68,10,2023-07-05,46.03,3.24,209.32
15074,74,16,2023-12-09,33.75,1.82,183.94
15075,9999,888,2024-08-28,-67.38,4.19,-123.86
15076,145,23,2024-02-17,67.16,1.49,414.07
15077,145,10,2024-09-19,13.14,0.24,451.85
15078,151,3,2023-02-23,80.92,5.65,5.08
15079,34,16,2023-11-29,44.57,1.56,277.57
15080,157,22,2023-12-27,23.56,1.36,88.66
15081,133,18,2023-08-27,24.97,1.14,5.73
15082,101,21,2024-10-10,41.11,3.13,80.63
15083,11,14,2023-10-21,-75.78,6.32,-202.02
15084,41,19,2024-10-29,38.09,1.43,248.56
15085,111,15,2024-01-13,90.77,3.64,49.4
15086,100,27,2024-10-14,55.07,5.43,37.98
15087,70,5,2024-07-13,14.61,0.14,114.16
15088,21,25,2023-08-18,54.74,4.35,206.74
15089,3,24,2023-03-13,20.69,0.89,454.63
15090,120,12,2023-05-03,36.92,3.05,55.01
15091,58,9,2023-04-13,5.02,0.02,77.38
15092,138,3,2023-02-09,33.4,0.12,386.55
15093,4,4,2024-08-06,76.72,5.37,427.91
15094,59,15,2023-07-01,33.59,2.05,166.08
15095,41,11,2023-05-26,20.81,1.32,251.02
15096,99,27,2024-01-01,84.3,1.94,124.96
15097,109,12,2023-05-20,18.25,0.69,427.89
15098,159,17,2024-11-09,81.51,7.59,62.31
15099,111,7,2024-02-18,66.3,5.04,475.66
15100,9999,888,2023-10-06,-12.86,0.4,-286.0
15101,49,25,2023-07-17,98.15,2.33,251.32
15102,142,22,2023-05-05,62.17,4.52,435.01
15103,131,13,2023-09-28,79.5,4.32,131.67
15104,138,27,2024-12-02,50.94,0.37,390.09
15105,126,28,2024-02-27,73.46,5.32,153.74
15106,99,1,2024-12-07,21.72,1.96,391.16
15107,140,9,2024-08-18,36.6,2.99,97.53
15108,91,4,2023-09-23,9.56,0.65,322.52
15109,65,26,2024-08-27,97.72,5.96,28.84
15110,19,28,2024-01-28,14.84,0.78,172.2
15111,54,5,2024-06-06,7.24,0.08,327.27
15112,45,11,2023-02-08,55.22,4.73,313.88
15113,96,16,2023-01-13,71.18,3.04,92.2
15114,37,20,2024-03-07,80.56,0.81,429.76
15115,156,24,2024-06-01,70.19,4.61,263.52
15116,37,26,2024-01-21,94.09,7.49,413.3
15117,150,6,2023-03-14,65.29,3.57,329.65
15118,19,18,2024-08-22,68.55,6.72,426.28
15119,6,19,2023-03-02,39.84,2.32,424.15
15120,27,25,2023-09-02,10.4,0.15,343.52
15121,84,13,2024-03-31,48.05,2.49,378.89
15122,41,12,2024-01-25,67.06,5.6,318.47
15123,10,4,2024-09-11,36.52,0.74,254.17
15124,54,12,2023-03-30,17.68,1.62,189.22
15125,127,16,2023-11-15,47.45,2.44,102.33
15126,28,14,2023-05-28,53.92,2.84,462.09
15127,67,14,2023-08-03,66.49,5.12,369.28
15128,38,26,2023-04-27,29.56,2.84,472.3
15129,42,19,2023-12-15,31.26,0.06,187.61
15130,76,16,2024-09-30,72.17,2.31,1.53
15131,108,11,2024-03-30,25.22,1.1,241.01
15132,33,19,2024-05-15,90.63,2.01,69.1
15133,116,14,2024-12-01,21.36,1.29,219.51
15134,142,10,2024-11-26,78.05,7.57,484.23
15135,3,10,2024-02-25,30.92,2.42,248.53
15136,28,15,2023-06-16,19.33,1.89,203.98
15137,58,21,2024-12-05,84.56,5.49,369.72
15138,11,17,2024-03-23,60.36,5.72,147.49
15139,137,26,2023-05-31,31.14,2.62,215.94
15140,130,6,2024-10-24,90.64,8.67,334.95
15141,100,16,2024-08-16,62.21,,151.72
15142,40,23,2024-11-21,43.64,0.08,39.36
15143,92,14,2023-07-10,52.98,3.9,144.96
15144,17,27,2024-06-13,76.76,3.5,273.96
15145,69,10,2023-08-26,24.57,1.55,364.43
15146,48,26,2024-07-21,41.21,1.34,188.58
15147,120,22,2024-03-21,3.69,0.21,237.01
15148,159,9,2023-06-18,96.54,8.61,480.42
15149,14,7,2024-06-15,52.25,2.26,493.1
15150,152,1,2024-07-24,63.53,1.23,190.16
15151,69,26,2024-05-18,23.2,1.25,482.21
15152,126,18,2023-08-08,71.3,1.17,332.9
15153,65,6,2023-01-31,30.56,1.93,67.67
15154,22,18,2024-09-10,88.34,5.86,445.64
15155,73,26,2023-10-13,89.27,2.2,335.81
15156,131,28,2023-12-25,15.38,0.64,206.67
15157,70,24,2024-06-24,63.4,0.14,47.67
15158,157,5,2023-09-17,37.48,0.2,75.18
15159,44,25,2024-05-05,83.88,,440.62
15160,154,25,2024-03-06,90.63,1.11,280.47
15161,111,14,2023-06-09,48.89,2.32,90.8
15162,72,1,2024-11-22,83.83,5.08,418.73
15163,158,3,2023-05-16,68.56,3.45,275.68
15164,151,8,2024-10-18,99.96,4.67,374.7
15165,47,28,2024-10-15,18.01,1.71,72.39
15166,21,26,2023-08-02,56.9,0.26,467.97
15167,110,15,2023-02-20,5.05,0.32,359.55
15168,110,6,2023-04-23,69.38,3.61,362.46
15169,138,14,2024-07-13,2.21,0.21,123.14
15170,104,28,2023-03-19,31.91,0.33,474.35
15171,22,2,2024-03-02,38.75,0.03,313.35
15172,71,22,2024-05-07,23.7,,188.02
15173,52,15,2024-11-03,2.86,0.21,125.18
15174,15,19,2023-03-22,95.17,5.32,57.42
15175,40,25,2023-06-26,42.15,3.56,194.66
15176,61,16,2024-10-29,92.77,3.99,286.33
15177,142,4,2023-09-17,46.69,2.13,146.03
15178,65,1,2024-10-08,62.86,4.69,240.48
15179,87,8,2023-08-23,97.95,6.17,371.99
15180,137,27,2023-09-09,26.98,1.44,443.01
15181,126,4,2023-06-09,70.46,5.09,168.6
15182,129,26,2023-11-11,3.33,0.02,321.16
15183,36,22,2024-09-18,37.5,2.48,453.96
15184,133,1,2024-10-29,89.33,2.82,275.72
15185,50,7,2023-08-06,73.28,4.11,135.52
15186,38,7,2024-02-08,69.81,6.3,304.88
15187,14,20,2024-09-07,22.47,0.14,430.84
15188,104,13,2024-04-03,30.76,2.65,406.4
15189,103,26,2023-02-21,5.43,0.26,340.87
15190,129,17,2024-10-15,93.85,9.11,188.64
15191,39,11,2023-08-27,59.56,0.71,358.69
15192,93,28,2024-03-06,9.02,0.44,170.91
15193,7,13,2023-02-03,26.65,1.36,134.89
15194,152,22,2023-07-17,26.6,0.7,335.73
15195,48,26,2023-09-10,35.8,2.86,401.2
15196,93,13,2023-06-07,18.12,0.44,439.31
15197,44,2,2024-04-16,61.56,1.17,155.25
15198,102,15,2023-05-31,47.7,1.42,446.39
15199,77,21,2024-02-10,15.83,0.11,205.69
15200,28,26,2024-11-12,84.75,7.79,465.1
15201,116,7,2024-09-25,2.43,0.17,123.07
15202,34,3,2023-05-24,61.81,0.38,243.37
15203,102,7,2024-11-06,62.12,3.22,194.18
15204,92,21,2023-08-20,32.81,0.46,416.54
15205,59,19,2023-06-15,13.61,1.24,128.37
15206,82,19,2023-06-13,42.29,,83.7
15207,50,27,2023-06-04,87.95,1.87,397.85
15208,37,6,2024-01-15,99.14,8.44,105.6
15209,85,27,2024-10-01,19.89,0.23,178.39
15210,113,10,2023-05-10,30.14,0.34,401.2
15211,55,21,2023-12-06,65.0,6.1,175.25
15212,16,11,2024-12-30,49.35,3.31,122.52
15213,129,1,2024-10-02,45.2,4.26,160.02
15214,109,22,2023-11-25,62.89,3.43,416.63
15215,98,26,2024-03-29,97.89,9.32,271.99
15216,141,1,2024-03-05,10.75,0.28,375.55
15217,18,22,2023-11-14,63.8,1.08,52.12
15218,148,28,2023-01-14,6.06,0.02,113.84
15219,88,18,2023-01-05,23.25,1.98,89.27
15220,15,14,2023-05-06,54.78,2.14,22.92
15221,59,20,2024-05-26,75.6,6.69,326.84
15222,52,17,2023-04-24,91.47,0.53,214.65
15223,114,11,2023-06-23,41.83,0.69,17.99
15224,28,25,2024-04-09,93.83,0.05,488.72
15225,126,6,2023-03-27,53.62,4.59,52.25
15226,154,21,2023-12-14,32.31,0.17,274.92
15227,37,8,2023-11-01,74.91,5.95,377.67
15228,52,27,2023-06-09,9.07,,463.04
15229,52,27,2024-02-16,18.42,1.33,157.8
15230,51,21,2023-09-25,34.8,2.71,281.58
15231,11,15,2024-10-12,8.37,0.21,443.29
15232,35,20,2023-04-07,41.43,3.14,288.66
15233,36,10,2024-07-09,6.13,0.38,235.18
15234,95,8,2023-06-13,61.6,3.91,71.55
15235,137,24,2023-09-28,38.36,3.7,215.87
15236,62,19,2023-04-01,88.78,7.91,109.91
15237,27,21,2023-12-03,11.21,1.07,9.4
15238,80,28,2024-07-19,80.36,6.07,437.85
15239,136,23,2023-08-22,3.94,0.34,63.75
15240,43,5,2024-02-19,29.74,0.4,125.04
15241,18,13,2023-07-24,27.96,1.01,263.8
15242,84,19,2023-08-15,1.7,0.05,484.64
15243,26,16,2024-08-17,13.6,0.5,349.75
15244,29,4,2023-05-23,60.03,5.94,160.58
15245,104,18,2023-09-27,2.68,0.12,281.96
15246,105,25,2024-01-17,25.9,0.91,282.04
15247,78,23,2023-01-12,15.66,1.48,271.21
15248,103,15,2024-08-09,57.73,4.67,364.11
15249,62,8,2023-10-03,47.75,2.23,461.8
15250,58,22,2024-12-11,78.89,0.91,114.42
15251,153,22,2023-12-28,44.03,2.81,372.88
15252,53,12,2024-03-19,33.4,2.48,411.23
15253,102,28,2023-02-01,80.1,7.72,437.72
15254,18,7,2023-03-21,67.94,5.8,441.01
15255,24,8,2023-10-12,93.42,7.01,370.42
15256,43,10,2024-06-20,8.91,0.04,249.62
15257,97,2,2023-03-07,34.97,0.02,91.06
15258,9999,888,2024-03-13,-8.45,0.68,-431.61
15259,83,20,2023-04-18,80.08,6.35,182.68
15260,96,15,2023-04-15,38.79,0.94,348.34
15261,142,15,2024-08-29,13.64,0.85,153.07
15262,101,12,2023-03-18,13.59,0.74,320.07
15263,62,26,2023-01-12,70.55,,447.07
15264,60,7,2023-07-15,70.8,2.19,214.56
15265,119,22,2024-12-03,60.49,0.53,255.77
15266,81,26,2023-06-16,64.23,4.17,310.87
15267,90,28,2023-08-01,13.51,0.0,201.68
15268,6,18,2024-07-23,75.9,3.31,151.8
15269,116,27,2024-10-11,2.49,0.21,389.22
15270,62,23,2023-06-27,97.3,1.46,297.0
15271,18,5,2024-07-02,48.75,0.64,363.55
15272,62,6,2023-03-13,19.96,0.25,106.1
15273,11,10,2024-08-06,73.57,2.23,308.67
15274,146,27,2023-06-23,79.04,0.3,190.86
15275,64,3,2023-12-13,91.19,1.44,192.11
15276,56,24,2024-12-24,18.98,1.56,195.63
15277,155,14,2023-06-06,17.68,0.1,77.59
15278,136,19,2023-02-02,20.56,0.05,10.4
15279,158,19,2024-01-21,14.15,0.6,497.4
15280,152,21,2024-04-04,1.56,0.0,371.96
15281,156,13,2023-03-13,23.52,0.29,416.65
15282,115,27,2023-11-03,31.17,2.55,156.08
15283,115,14,2024-09-06,75.83,4.38,272.99
15284,106,23,2023-11-06,65.56,5.02,406.6
15285,14,24,2024-05-22,43.39,3.32,73.24
15286,58,15,2023-09-23,53.05,4.0,217.37
15287,60,14,2023-03-03,75.88,0.54,161.86
15288,81,17,2024-11-15,6.4,0.41,470.6
15289,48,5,2023-03-06,71.7,2.03,285.55
15290,33,5,2023-02-09,26.37,0.47,249.69
15291,67,21,2024-04-03,90.17,5.27,402.96
15292,34,9,2023-03-07,92.48,4.65,481.37
15293,2,22,2023-08-06,60.8,0.78,230.13
15294,118,5,2024-10-21,28.74,1.1,205.96
15295,98,6,2023-03-14,25.26,0.29,223.31
15296,69,23,2023-11-21,12.55,0.66,313.54
15297,111,22,2024-01-24,73.11,2.91,431.71
15298,126,20,2023-10-03,1.7,0.14,27.61
15299,112,14,2023-05-29,16.93,0.21,297.96
15300,9999,888,2024-06-17,-38.38,3.18,-243.57
15301,58,8,2023-10-22,24.37,0.64,429.36
15302,58,12,2024-11-09,12.42,0.75,89.53
15303,62,21,2024-11-10,86.88,1.93,74.13
15304,63,24,2024-02-17,84.12,8.41,377.26
15305,7,24,2023-05-06,24.53,0.36,434.78
15306,156,14,2023-10-06,84.83,8.36,214.85
15307,79,14,2023-01-14,16.44,0.26,309.68
15308,121,21,2023-08-30,10.89,0.69,138.36
15309,95,19,2023-10-06,19.73,1.72,477.59
15310,56,9,2023-08-06,13.94,1.04,435.02
15311,31,27,2024-12-13,9.01,0.62,29.95
15312,75,8,2023-10-10,21.41,1.38,341.04
15313,122,6,2023-01-18,35.82,0.16,133.98
15314,99,13,2024-03-26,51.32,0.32,343.97
15315,160,18,2024-10-09,21.9,0.6,278.4
15316,96,8,2024-02-19,98.57,1.3,455.19
15317,49,15,2024-04-02,0.74,0.06,222.99
15318,81,17,2023-07-20,24.07,1.88,480.6
15319,9999,888,2023-11-22,-10.47,1.01,-473.72
15320,76,15,2024-03-04,9.17,0.52,201.76
15321,55,22,2024-03-02,21.48,0.4,376.84
15322,98,20,2024-06-29,71.67,0.85,86.1
15323,91,6,2023-04-15,47.85,3.64,445.49
15324,15,23,2023-05-31,52.9,,220.12
15325,112,11,2023-08-04,35.91,0.85,80.1
15326,22,15,2024-03-09,43.01,3.38,331.97
15327,74,15,2024-06-05,91.44,4.94,119.6
15328,152,8,2023-12-14,76.84,6.43,294.27
15329,9999,888,2023-10-14,-27.8,0.52,-357.11
15330,49,19,2024-03-23,34.12,2.72,377.34
15331,67,14,2023-12-02,85.07,,35.21
15332,68,1,2023-11-22,84.31,4.96,163.81
15333,94,18,2023-10-24,74.34,3.55,120.59
15334,41,24,2023-08-14,86.95,6.93,428.27
15335,30,21,2023-06-10,75.44,,119.14
15336,141,22,2023-03-19,74.54,1.3,483.95
15337,77,11,2024-06-08,15.4,0.09,123.61
15338,49,17,2024-05-06,35.42,2.23,407.3
15339,112,6,2024-07-13,90.56,1.9,309.15
15340,39,8,2023-08-19,37.19,0.61,310.16
15341,134,25,2023-10-31,98.18,3.06,466.07
15342,77,18,2024-12-11,84.06,,84.26
15343,155,18,2024-04-09,0.64,0.0,158.4
15344,84,12,2023-11-05,59.64,0.96,52.87
15345,33,4,2024-07-26,99.23,1.04,256.94
15346,153,16,2024-03-08,30.73,2.4,140.4
15347,66,11,2024-11-10,84.3,7.98,167.22
15348,154,1,2024-12-05,23.44,2.12,457.83
15349,40,6,2024-11-20,93.47,1.36,393.1
15350,64,9,2024-08-24,34.18,,112.75
15351,65,10,2024-04-27,70.25,3.58,174.49
15352,29,28,2023-02-06,87.48,1.1,371.43
15353,156,24,2023-03-20,0.93,0.06,308.56
15354,144,27,2023-08-15,26.91,0.5,433.35
15355,123,24,2023-02-05,9.79,0.06,90.67
15356,146,12,2024-03-11,5.59,0.21,349.63
15357,59,12,2024-06-26,70.06,6.1,22.76
15358,97,11,2023-03-12,51.71,0.9,260.77
15359,48,2,2024-05-14,54.26,1.72,110.18
15360,40,11,2023-01-19,52.85,1.83,365.08
15361,144,17,2023-09-05,92.65,3.88,443.32
15362,22,2,2024-01-18,14.03,0.31,155.19
15363,1,20,2024-05-22,29.3,0.04,386.18
15364,97,8,2023-01-25,19.38,0.84,373.62
15365,109,17,2023-10-20,91.24,6.27,302.22
15366,25,19,2024-01-12,32.66,2.47,225.8
15367,97,14,2023-04-05,94.2,7.69,322.27
15368,113,27,2024-04-15,92.4,,15.72
15369,7,21,2024-06-03,57.16,2.18,75.97
15370,145,27,2024-08-08,34.79,2.65,148.01
15371,73,7,2023-07-17,3.66,0.22,104.01
15372,29,23,2024-04-06,40.89,0.14,46.96
15373,137,3,2024-08-29,77.45,0.53,134.16
15374,99,20,2023-08-30,50.4,1.25,130.2
15375,126,2,2024-05-16,42.79,2.19,104.4
15376,103,19,2023-07-12,20.62,,399.21
15377,93,20,2023-01-21,74.92,0.98,104.67
15378,115,4,2024-12-23,84.92,0.3,257.26
15379,75,14,2024-10-29,-53.89,4.69,-107.31
15380,72,4,2024-08-07,57.8,5.59,131.51
15381,1,17,2024-07-21,96.79,6.98,380.12
15382,24,6,2023-07-30,82.85,4.04,347.1
15383,123,27,2023-04-17,83.27,2.26,281.84
15384,40,14,2023-11-11,53.76,3.0,110.57
15385,103,14,2023-04-29,37.49,0.9,421.99
15386,112,26,2024-12-11,65.71,1.64,247.95
15387,79,20,2023-07-11,74.09,5.29,132.75
15388,51,2,2024-06-06,55.86,1.38,419.53
15389,8,22,2024-09-11,4.65,0.03,263.89
15390,79,21,2023-01-06,73.09,0.21,313.7
15391,39,6,2023-04-03,75.69,6.81,454.76
15392,6,8,2024-12-20,14.13,0.35,387.25
15393,5,12,2023-12-13,85.25,6.44,357.81
15394,26,17,2024-06-25,22.93,1.96,125.08
15395,70,1,2023-08-28,94.9,0.73,106.55
15396,63,4,2024-04-09,32.82,2.47,82.36
15397,138,8,2023-07-29,84.0,6.93,350.72
15398,15,6,2024-02-14,88.71,1.18,123.48
15399,148,18,2024-02-22,18.43,1.41,225.33
15400,53,8,2023-02-03,22.26,0.06,141.03
15401,118,17,2023-08-19,32.64,0.86,465.23
15402,153,19,2023-09-21,0.7,0.03,495.72
15403,159,11,2024-05-03,72.81,3.53,187.98
15404,133,17,2024-08-13,43.52,1.53,40.39
15405,8,14,2023-07-04,23.33,0.72,234.43
15406,6,19,2024-08-29,70.78,1.64,295.21
15407,11,16,2023-05-26,97.3,5.62,312.34
15408,130,19,2023-05-05,95.58,4.67,283.04
15409,27,11,2024-05-14,17.98,0.14,173.3
15410,79,9,2024-02-22,62.96,3.65,421.59
15411,69,26,2024-05-24,37.36,,464.6
15412,3,8,2024-07-03,16.77,1.26,291.75
15413,14,20,2023-07-03,26.18,0.62,494.4
15414,108,14,2023-10-28,27.89,1.62,423.74
15415,41,15,2023-07-21,6.82,0.37,102.79
15416,106,2,2023-11-23,67.82,6.52,286.21
15417,3,20,2024-09-23,28.35,1.62,446.0
15418,12,3,2024-05-26,93.04,5.88,57.13
15419,75,22,2024-12-06,31.78,1.81,101.08
15420,142,5,2024-06-23,9.0,0.67,430.4
15421,81,25,2023-04-15,22.45,0.62,399.02
15422,34,7,2023-07-31,49.24,2.35,107.72
15423,102,10,2024-11-13,64.41,1.02,55.15
15424,4,10,2023-01-24,4.97,0.43,240.31
15425,73,22,2024-05-18,62.0,4.54,150.47
15426,36,4,2023-07-13,4.82,0.3,64.32
15427,98,2,2023-12-22,96.33,3.06,156.1
15428,104,16,2024-02-14,25.03,0.06,307.99
15429,73,23,2023-11-14,40.72,0.11,16.75
15430,72,14,2024-10-03,20.94,0.02,151.74
15431,45,6,2024-09-09,52.05,2.21,397.56
15432,53,27,2024-01-16,63.97,3.61,113.08
15433,72,5,2024-06-20,99.01,7.57,33.52
15434,147,16,2023-12-22,66.65,5.71,228.33
15435,12,24,2024-11-11,91.79,8.89,466.11
15436,9999,888,2023-02-01,-54.23,1.69,-311.27
15437,63,21,2024-05-05,5.38,0.25,74.15
15438,51,1,2024-01-08,94.08,1.37,346.42
15439,25,27,2023-02-20,69.94,,431.63
15440,5,23,2023-09-15,23.14,1.64,195.68
15441,116,9,2023-04-08,94.44,8.62,108.5
15442,102,4,2024-02-01,2.66,0.08,353.65
15443,30,13,2024-11-21,99.28,0.63,476.67
15444,1,5,2023-04-28,60.43,2.35,157.46
15445,160,22,2023-10-01,8.53,0.68,471.21
15446,26,24,2024-04-27,62.01,2.22,441.04
15447,9999,888,2024-12-09,-32.09,1.03,-285.87
15448,149,6,2024-02-26,74.39,5.37,218.0
15449,9999,888,2023-08-28,-45.49,3.28,-499.21
15450,15,24,2024-11-27,58.18,0.0,124.88
15451,25,24,2023-10-16,66.84,6.49,205.58
15452,106,25,2024-05-29,4.99,0.04,238.14
15453,9,17,2023-11-16,55.52,2.1,52.2
15454,50,25,2023-04-08,45.88,1.07,37.28
15455,158,7,2023-10-18,30.19,0.97,24.52
15456,71,2,2023-07-26,51.14,,391.42
15457,62,11,2024-03-04,26.83,1.52,411.73
15458,98,15,2023-07-21,55.75,0.06,333.54
15459,63,9,2024-01-27,56.5,4.51,188.54
15460,127,3,2023-12-21,48.5,0.17,405.07
15461,82,19,2024-01-02,15.95,1.01,27.63
15462,29,3,2023-07-10,56.05,4.13,458.92
15463,125,1,2023-04-07,11.42,0.7,332.27
15464,56,26,2024-11-09,43.09,,133.32
15465,38,24,2023-03-08,27.5,0.75,300.67
15466,22,1,2023-02-03,51.45,3.55,121.62
15467,30,25,2024-07-16,17.83,1.13,191.72
15468,110,26,2023-05-22,35.24,1.03,258.39
15469,69,6,2023-08-23,54.05,1.66,141.97
15470,112,8,2023-06-27,88.05,3.1,122.16
15471,147,2,2023-02-20,45.5,1.42,348.01
15472,34,8,2024-09-02,66.15,6.15,319.32
15473,25,21,2024-10-14,5.07,0.17,316.79
15474,108,18,2024-01-29,81.36,4.34,30.68
15475,52,9,2023-10-22,26.63,2.13,433.31
15476,128,26,2023-09-16,81.01,7.91,470.49
15477,42,25,2023-07-06,92.4,7.28,153.44
15478,106,10,2023-10-11,68.52,0.96,227.12
15479,43,28,2023-11-20,70.56,5.84,200.63
15480,13,17,2024-07-08,49.1,1.69,198.3
15481,144,4,2024-03-22,34.22,1.1,119.79
15482,80,21,2023-09-29,66.66,2.17,444.73
15483,67,3,2023-03-02,90.81,5.52,172.63
15484,62,14,2024-08-03,-26.39,1.06,-476.74
15485,10,21,2023-12-06,50.5,2.11,278.75
15486,47,17,2023-06-13,79.46,1.32,310.53
15487,87,8,2024-11-01,42.21,2.8,280.17
15488,84,25,2024-02-03,24.28,1.25,232.54
15489,102,13,2024-06-21,89.08,8.03,460.08
15490,126,22,2023-06-11,10.84,0.75,0.97
15491,149,23,2024-06-03,50.3,2.79,370.67
15492,18,21,2024-11-18,91.3,7.04,165.92
15493,51,11,2023-10-17,90.42,4.05,22.12
15494,69,12,2024-07-26,23.16,1.39,37.27
15495,35,2,2023-12-19,58.18,1.07,198.61
15496,149,18,2023-10-06,46.89,0.04,193.51
15497,158,18,2023-09-05,55.68,4.65,441.94
15498,79,7,2024-07-16,41.85,0.48,3.28
15499,67,28,2023-03-11,11.73,0.68,25.32
15500,112,18,2023-10-09,89.79,8.76,139.41
15501,12,4,2023-01-18,59.46,0.97,125.99
15502,141,12,2023-11-21,44.29,2.92,492.16
15503,50,28,2023-06-14,34.39,1.97,243.69
15504,76,1,2023-08-26,59.83,0.62,283.8
15505,114,17,2023-04-12,5.49,0.39,88.95
15506,19,11,2024-01-05,92.69,2.41,239.02
15507,127,2,2024-04-25,44.83,1.54,304.76
15508,142,23,2023-03-29,33.23,3.18,440.59
15509,146,25,2024-02-08,85.02,4.13,404.58
15510,95,2,2023-11-17,61.62,0.45,177.77
15511,85,28,2024-10-23,53.3,2.27,332.55
15512,20,14,2024-02-29,25.4,0.74,418.12
15513,160,25,2024-01-06,4.49,0.04,403.77
15514,109,14,2024-07-20,32.3,2.21,215.14
15515,149,26,2023-07-31,13.59,1.15,415.12
15516,110,25,2024-01-14,89.69,2.43,333.22
15517,34,13,2023-08-22,66.68,5.17,38.22
15518,113,2,2023-09-17,88.92,1.47,260.59
15519,116,12,2023-12-29,61.07,1.59,366.52
15520,20,28,2024-02-06,72.44,6.87,206.07
15521,151,25,2023-09-07,17.47,0.58,266.77
15522,68,25,2023-07-14,5.56,0.25,159.77
15523,27,1,2023-12-08,54.65,1.24,314.81
15524,31,17,2023-04-28,34.23,1.16,312.66
15525,107,24,2024-01-08,21.45,1.74,447.3
15526,57,26,2024-01-08,43.25,2.42,125.49
15527,156,28,2023-08-12,69.98,2.62,278.07
15528,144,20,2023-01-28,50.9,4.88,79.28
15529,124,17,2023-07-13,40.73,3.15,197.73
15530,85,24,2024-02-13,69.91,3.65,35.67
15531,53,1,2024-06-29,41.36,3.09,250.61
15532,12,6,2023-07-19,87.46,2.52,63.13
15533,107,5,2023-02-12,51.59,2.85,109.65
15534,12,3,2024-11-12,92.51,6.64,206.84
15535,92,18,2023-09-07,97.15,9.51,20.07
15536,21,27,2024-04-10,26.95,2.16,190.71
15537,117,2,2024-05-04,97.15,2.34,86.97
15538,114,2,2024-12-14,21.31,1.68,452.58
15539,84,11,2023-12-26,95.06,4.66,385.7
15540,121,22,2023-08-31,9.81,0.06,450.55
15541,147,10,2023-12-26,28.39,0.29,441.26
15542,23,18,2024-06-13,45.53,0.27,147.36
15543,148,15,2024-04-18,80.62,2.8,160.5
15544,32,5,2024-08-18,27.85,1.98,33.72
15545,101,8,2024-01-23,65.04,4.25,12.89
15546,142,9,2023-07-18,74.48,4.66,430.24
15547,90,28,2023-11-22,22.24,2.0,282.85
15548,106,25,2024-11-03,14.85,0.71,468.03
15549,9999,888,2024-03-20,-82.44,7.34,-127.21
15550,95,8,2023-12-22,95.22,7.14,287.74
15551,8,26,2023-07-12,53.83,3.43,31.34
15552,47,27,2024-09-21,16.51,1.11,270.87
15553,58,26,2024-08-13,13.74,0.28,485.24
15554,140,7,2023-02-07,22.25,1.63,371.31
15555,70,12,2024-05-01,29.7,1.09,50.42
15556,157,14,2023-12-23,33.63,0.13,388.91
15557,30,14,2024-08-03,23.09,0.75,358.79
15558,131,23,2024-11-11,96.18,,114.23
15559,108,5,2023-07-17,3.88,,485.81
15560,88,13,2024-09-11,70.52,2.25,493.01
15561,149,28,2024-06-23,74.92,1.71,13.03
15562,44,4,2024-03-03,19.77,0.9,438.14
15563,159,8,2023-10-07,23.71,1.44,480.17
15564,126,18,2023-06-18,44.96,0.83,203.69
15565,86,13,2024-05-11,90.57,5.8,315.06
15566,4,22,2023-02-01,96.43,1.64,32.45
15567,75,5,2023-10-01,35.03,2.33,476.42
15568,40,17,2024-08-29,75.87,6.31,83.75
15569,113,14,2024-01-06,8.53,0.56,14.29
15570,152,24,2023-08-15,8.78,0.63,412.21
15571,132,16,2023-06-01,86.14,5.93,399.93
15572,102,6,2024-01-20,4.34,0.34,36.42
15573,41,12,2023-12-22,12.41,0.78,197.73
15574,7,3,2023-05-06,40.76,,189.37
15575,13,17,2023-04-27,67.87,3.34,476.61
15576,72,24,2024-04-29,57.98,4.53,103.75
15577,26,15,2024-08-22,21.43,0.99,189.03
15578,67,8,2024-09-27,89.9,5.71,443.94
15579,157,20,2023-02-13,50.59,0.7,186.62
15580,129,26,2024-04-27,77.49,6.9,77.0
15581,123,13,2023-04-09,88.23,5.83,274.51
